Interval,Processor0,Processor1,Processor2,Processor3,Processor4,Processor5,Processor6,Processor7,Processor8,Processor9,Processor10,Processor11,Processor12,Processor13,Processor14,Processor15,Processor16,Processor17,Processor18,Processor19,Processor20,Processor21,Processor22,Processor23,Processor24,Processor25,Processor26,Processor27,Processor28,Processor29,Processor30,Processor31,Processor32,Processor33,Processor34,Processor35,Processor36,Processor37,Processor38,Processor39,Processor40,Processor41,Processor42,Processor43,Processor44,Processor45,Processor46,Processor47,Processor48,Processor49,Processor50,Processor51,Processor52,Processor53,Processor54,Processor55,Processor56,Processor57,Processor58,Processor59,Processor60,Processor61,Processor62,Processor63,Processor64,Processor65,Processor66,Processor67,Processor68,Processor69,Processor70,Processor71,Processor72,Processor73,Processor74,Processor75,Processor76,Processor77,Processor78,Processor79,Processor80,Processor81,Processor82,Processor83,Processor84,Processor85,Processor86,Processor87,Processor88,Processor89,Processor90,Processor91,Processor92,Processor93,Processor94,Processor95,Processor96,Processor97,Processor98,Processor99,Processor100,Processor101,Processor102,Processor103,Processor104,Processor105,Processor106,Processor107,Processor108,Processor109,Processor110,Processor111,Processor112,Processor113,Processor114,Processor115,Processor116,Processor117,Processor118,Processor119,Processor120,Processor121,Processor122,Processor123,Processor124,Processor125,Processor126,Processor127,Processor128,Processor129,Processor130,Processor131,Processor132,Processor133,Processor134,Processor135,Processor136,Processor137,Processor138,Processor139,Processor140,Processor141,Processor142,Processor143,Total,Max
30,0,0,0,0,0,0,68,24,0,0,0,112,0,142,0,0,0,0,24,0,0,112,0,0,0,68,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,0,0,170,36,0,18,0,0,170,0,0,0,36,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,74,0,0,266,0,0,0,0,252,0,0,0,96,0,0,0,0,0,0,0,252,266,0,0,0,0,0,0,0,0,0,74,0,0,0,2816,266
31,0,0,0,0,0,0,74,0,174,0,20,0,0,0,0,136,0,20,0,40,74,136,0,0,174,0,0,82,82,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,154,0,0,0,250,154,0,96,0,0,244,96,0,0,24,0,0,154,154,0,0,250,0,0,50,244,0,0,0,50,24,0,0,0,0,0,3108,250
32,0,0,0,42,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,4,0,0,42,0,0,0,0,0,0,206,0,0,0,232,0,0,140,0,0,0,26,0,0,0,6,0,0,206,0,0,140,0,0,0,26,6,0,0,0,0,0,232,164,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,222,0,0,0,0,238,0,0,0,210,242,0,0,0,40,0,0,210,0,0,0,222,242,0,0,238,0,0,0,0,0,0,0,0,40,0,3628,242
33,0,0,0,34,160,12,0,8,0,0,42,0,0,0,0,0,0,0,0,0,8,0,34,12,160,0,0,0,0,0,0,0,42,0,0,0,0,0,0,158,0,0,0,0,0,0,0,214,0,0,0,202,0,158,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,256,0,0,0,0,244,156,0,0,0,0,258,0,0,0,0,0,0,156,0,0,244,258,0,0,256,0,0,0,0,0,0,0,0,0,0,3608,258
34,0,102,50,0,0,2,102,2,0,0,0,0,0,0,0,0,0,0,50,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,116,0,180,0,0,0,0,0,0,0,0,0,0,180,0,0,0,186,0,0,118,0,0,116,0,0,118,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,36,0,0,0,232,0,178,0,0,248,0,178,0,36,2,0,0,0,0,0,248,0,0,232,0,0,0,0,2,0,0,0,0,0,3040,248
35,0,0,0,0,0,0,0,12,0,64,0,118,0,32,0,0,12,0,0,0,64,0,20,20,0,0,0,32,0,0,0,118,0,0,0,0,0,0,0,0,118,0,0,0,0,0,160,0,0,0,0,0,0,160,0,0,0,0,118,0,150,0,0,0,108,0,0,0,108,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,208,0,100,218,234,0,0,0,190,190,0,0,0,0,208,100,0,0,3464,234
36,0,0,0,0,0,12,0,0,90,0,40,0,120,4,98,156,0,0,120,12,98,0,4,42,0,0,40,90,0,0,0,156,42,0,0,0,0,0,0,4,0,0,0,0,0,0,150,192,32,0,86,0,66,4,0,0,0,86,66,0,0,192,0,150,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,238,0,0,0,0,0,244,0,0,0,0,0,0,0,10,0,152,0,0,0,238,244,10,126,0,0,152,0,0,0,0,0,0,0,126,3792,244
37,0,50,0,0,0,50,0,0,0,34,0,0,0,0,0,0,34,0,0,0,0,110,0,18,76,0,20,76,0,0,18,0,0,0,110,20,0,0,0,0,0,0,226,98,0,130,0,0,0,0,124,0,0,130,0,0,0,0,0,0,108,226,0,124,98,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,234,0,186,0,0,242,0,0,0,0,0,186,0,0,0,0,0,0,0,242,234,0,0,0,228,0,228,0,0,0,0,0,0,0,4016,242
38,0,28,34,56,0,56,0,2,66,0,0,116,0,66,64,0,0,116,0,0,0,0,2,28,0,0,0,0,0,0,64,0,0,0,0,34,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,138,56,0,0,0,0,56,0,0,0,246,0,0,0,0,0,0,0,0,0,0,104,0,0,22,0,0,0,0,0,246,2,0,242,0,0,242,104,0,0,0,2,22,0,2764,246
39,118,0,0,0,46,0,118,0,44,20,44,118,0,64,64,0,46,0,118,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,130,0,0,0,218,218,180,0,0,0,0,0,94,0,0,180,0,0,0,0,0,94,0,218,0,0,0,218,218,0,218,0,0,0,0,0,0,0,3772,218
40,0,22,22,98,0,0,0,0,0,0,0,122,70,0,0,0,0,122,98,42,0,0,0,0,0,0,42,0,0,0,126,0,126,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,90,126,0,0,0,126,0,0,0,88,0,0,0,0,88,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,92,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,142,0,74,0,0,74,0,0,0,194,0,142,0,258,0,0,0,0,52,194,0,0,0,0,52,0,0,3228,258
41,0,0,34,122,6,0,0,0,0,4,34,120,60,0,78,0,0,122,0,0,0,154,4,6,0,0,0,120,0,0,0,0,154,0,78,60,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,136,98,0,148,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,174,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,174,0,0,0,198,0,112,0,0,0,244,0,0,0,0,0,136,0,22,0,124,0,22,0,0,0,0,136,0,0,0,0,0,244,0,0,24,124,0,0,24,0,0,3988,244
42,0,0,0,0,0,62,0,62,30,0,30,116,0,0,0,190,0,0,68,68,0,0,0,0,0,70,70,0,0,0,190,0,0,0,116,0,0,0,0,88,0,0,0,0,120,0,0,88,0,138,176,0,0,0,0,88,0,0,0,0,0,0,138,0,176,120,0,0,0,88,0,0,0,0,0,188,0,0,0,0,0,0,0,0,192,0,0,0,192,0,0,36,0,184,0,36,188,0,0,0,192,0,0,0,184,0,0,192,0,0,0,0,0,0,0,0,16,0,0,0,80,0,0,0,0,0,0,0,80,216,0,16,216,88,0,0,0,0,0,88,42,42,0,0,4760,216
43,48,0,64,176,6,0,0,0,0,0,30,132,30,0,0,0,48,0,0,0,176,0,6,0,0,0,64,132,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,210,0,0,0,0,80,184,80,0,0,0,0,124,210,0,0,0,0,0,0,0,168,0,0,0,0,230,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,168,0,194,0,196,0,0,0,0,0,0,52,14,0,14,0,0,196,52,18,14,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,14,0,0,0,3880,230
44,44,28,88,0,0,0,0,0,6,6,0,164,0,88,0,0,44,164,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,104,0,146,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,150,0,0,200,148,0,0,102,0,0,150,0,0,0,0,0,0,0,148,200,0,102,0,0,180,0,0,0,0,0,0,0,0,12,0,104,0,0,0,0,0,12,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2956,200
45,0,94,122,0,24,0,0,0,0,0,0,178,24,0,0,190,0,0,0,0,0,190,0,16,0,16,0,0,0,122,0,0,0,0,178,94,238,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,50,112,126,0,0,112,72,0,238,0,126,50,0,0,0,12,72,0,0,0,0,0,214,128,0,0,0,0,0,0,132,218,206,0,0,0,0,0,0,0,0,0,0,206,0,128,0,0,0,218,214,132,0,0,0,0,0,0,110,0,116,0,0,0,0,6,0,46,0,0,0,6,0,0,116,0,0,0,46,0,110,0,0,0,0,0,0,0,0,0,0,4820,238
46,0,0,0,0,12,66,0,0,0,8,0,0,12,0,0,212,0,0,0,120,0,212,0,66,0,8,0,120,88,0,0,0,0,0,88,0,0,0,0,0,0,124,0,22,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,4,124,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,230,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,108,0,0,108,0,0,110,68,0,0,0,50,166,194,50,166,0,0,20,0,0,0,0,0,0,0,68,0,20,194,0,3600,230
47,0,0,170,208,16,38,0,0,28,16,0,212,0,0,126,0,0,0,0,0,170,0,28,0,0,0,0,126,38,0,208,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,2,0,0,0,0,0,0,0,0,144,0,0,184,184,0,2,0,144,0,0,144,0,0,0,214,0,228,0,0,0,0,0,0,164,196,74,0,196,0,0,48,228,214,74,0,0,0,0,0,48,164,0,0,0,0,0,0,0,0,92,0,0,0,0,38,0,38,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,92,0,54,0,70,4900,228
48,0,0,0,148,0,0,0,204,0,0,80,0,0,0,144,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,204,0,0,0,144,80,0,0,0,0,0,0,0,0,0,0,0,0,170,0,82,0,0,0,0,0,0,0,170,0,0,0,130,0,0,0,0,130,0,0,82,0,0,0,0,0,210,0,0,0,244,156,0,112,0,168,154,0,244,0,0,0,210,0,168,0,0,0,0,0,0,154,156,0,0,112,0,0,0,0,0,20,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,82,0,20,82,0,0,4316,244
49,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,72,0,0,0,0,0,248,0,0,0,200,0,0,8,0,0,0,0,0,0,0,132,0,248,0,0,0,200,0,0,132,8,72,0,128,0,0,244,0,0,0,0,0,168,192,0,0,148,0,0,244,148,4,0,0,0,0,0,0,168,192,0,4,128,0,0,0,0,0,0,0,0,0,2,0,0,68,0,0,2,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,28,3680,248
50,0,0,218,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,96,0,96,32,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,64,0,96,0,0,234,0,0,0,0,0,0,210,100,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,96,100,0,0,106,0,0,0,0,0,0,0,0,0,106,0,176,0,0,0,0,0,80,176,0,0,16,80,0,0,0,0,0,0,0,0,0,0,16,2908,234
51,0,0,0,0,0,50,0,0,0,0,0,120,0,0,0,0,50,98,98,0,0,120,0,210,0,0,0,0,0,0,210,0,0,0,0,0,0,0,40,0,0,0,40,0,0,0,58,0,0,98,0,6,184,138,0,0,38,0,98,0,138,0,184,0,0,0,0,0,0,38,58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,2432,210
52,0,0,0,70,0,0,0,0,4,70,208,112,0,0,0,0,0,0,0,202,0,0,0,0,0,0,70,0,0,112,208,202,4,0,0,70,58,0,40,0,120,0,40,0,0,0,0,0,0,0,120,0,194,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,58,34,34,0,0,210,0,0,0,104,0,0,166,0,0,0,0,0,68,0,210,0,104,0,166,0,0,0,84,0,0,84,68,0,0,0,0,0,0,134,72,10,0,0,12,134,56,0,0,72,0,0,0,0,0,0,0,0,0,136,136,0,12,28,0,0,28,0,0,0,0,56,0,0,10,4384,210
53,0,0,0,0,12,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,138,206,0,24,0,0,0,138,206,0,12,0,0,0,52,18,34,0,0,0,0,0,0,0,52,0,0,34,0,0,200,0,44,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,18,44,0,0,0,0,160,224,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,160,224,0,0,0,0,104,0,0,0,104,0,90,0,0,0,0,18,18,0,0,0,0,0,0,0,222,0,0,22,174,110,174,0,110,0,0,0,14,0,222,0,0,0,0,0,0,0,22,14,3732,224
54,128,214,0,0,0,0,0,0,0,106,0,62,0,88,0,0,0,0,0,0,142,128,142,0,0,0,88,0,0,0,214,0,62,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,134,0,0,0,0,0,4,0,0,0,20,4,0,0,0,0,0,0,0,20,0,0,0,0,0,12,22,0,0,22,0,0,12,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,2160,214
55,0,0,0,0,54,0,0,84,38,0,0,84,72,0,202,0,0,0,0,0,0,0,0,0,0,38,72,0,0,0,0,202,54,0,0,0,0,24,0,0,88,0,0,0,24,0,0,0,0,62,0,0,242,0,0,0,104,104,0,0,88,0,0,62,0,242,0,0,0,0,0,0,0,0,0,0,0,0,196,178,0,0,0,92,178,0,0,0,92,0,0,0,0,0,92,196,0,0,0,0,92,0,0,0,0,12,0,12,84,0,10,0,6,10,0,0,0,46,0,0,0,0,28,0,0,28,0,84,0,0,0,0,6,0,0,46,0,70,0,70,0,0,0,0,3568,242
56,0,0,0,0,0,198,0,70,0,0,0,0,88,146,0,0,0,0,0,0,0,0,202,70,0,0,0,0,0,0,198,202,0,0,146,88,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,86,0,228,124,86,0,144,0,0,0,34,0,228,0,124,144,0,0,0,0,0,0,0,136,188,136,162,0,188,0,0,0,0,0,0,0,132,162,0,0,0,0,0,0,0,0,0,132,18,0,0,0,0,0,18,0,8,14,0,4,14,56,0,0,0,8,0,0,0,0,0,0,56,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4076,228
57,174,120,0,0,118,0,0,118,0,208,0,0,116,0,0,0,0,126,0,0,0,0,0,36,116,0,0,126,0,120,208,0,36,0,174,0,0,0,0,128,80,0,0,0,0,0,0,0,0,80,0,0,0,66,0,240,146,66,0,128,0,240,0,18,0,0,146,0,0,0,18,0,72,0,208,206,206,0,0,0,0,0,0,0,0,0,0,0,0,108,0,208,0,0,0,150,108,0,0,0,150,8,72,0,0,8,0,0,0,2,0,0,0,0,70,20,0,0,2,0,0,0,0,0,128,0,0,0,0,0,0,0,34,0,0,34,0,20,0,128,0,70,0,0,5164,240
58,0,0,0,0,140,0,0,108,0,198,0,60,0,208,108,0,0,0,0,0,0,0,0,0,0,0,60,0,0,140,198,208,0,0,0,0,0,26,0,0,0,82,0,0,0,0,76,76,0,0,0,0,0,0,0,0,0,82,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,78,0,22,0,0,0,0,0,88,0,0,0,0,0,0,0,88,0,0,0,78,0,0,0,0,0,0,2416,208
59,0,52,0,0,0,0,154,0,0,0,4,0,154,0,102,0,0,202,0,4,102,138,0,0,0,0,0,0,0,138,202,0,52,0,0,0,0,0,68,0,78,72,0,0,0,0,72,0,0,0,0,0,0,0,0,192,0,78,0,0,68,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,4,160,164,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,84,4,0,164,6,0,0,84,6,0,0,76,14,0,16,0,50,90,0,76,0,0,90,0,0,0,0,0,96,0,0,16,0,0,0,0,0,0,50,0,0,0,96,0,0,0,14,3644,202
60,0,0,0,36,206,0,0,168,0,0,36,0,168,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,206,0,0,0,170,0,0,0,76,0,72,0,0,0,0,0,82,82,0,0,12,218,0,0,0,0,0,0,0,76,0,218,0,0,72,0,0,0,0,12,0,0,0,0,208,0,208,0,0,0,0,0,0,0,14,0,0,0,112,0,0,144,0,0,0,112,144,0,0,0,0,0,0,0,0,14,0,0,84,24,24,4,0,0,84,0,0,0,56,144,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,56,0,0,0,144,0,0,0,10,3680,218
61,0,0,44,0,0,0,122,0,206,0,0,44,0,122,0,116,0,206,0,0,0,0,0,0,116,0,0,0,0,0,206,206,0,0,0,0,0,22,0,130,0,0,22,28,22,0,54,0,28,0,54,238,130,22,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,160,0,0,48,20,0,0,68,0,0,0,0,54,6,0,0,0,0,0,160,0,54,6,0,20,48,0,0,0,0,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,3136,238
62,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,64,0,0,0,0,0,0,0,194,0,0,136,0,64,12,0,0,0,0,0,0,40,0,0,0,0,0,122,0,0,0,0,122,0,216,0,0,0,0,0,0,0,0,0,216,0,12,0,40,0,0,0,0,0,0,0,0,104,0,0,160,0,104,40,60,0,0,0,40,0,104,60,0,104,0,0,0,0,160,0,0,0,0,0,0,0,0,36,0,10,0,0,10,118,0,0,0,0,0,0,94,36,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,3020,216
63,0,0,0,0,138,0,0,0,206,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,138,206,0,0,0,196,0,0,0,0,0,0,0,0,0,52,96,0,0,48,0,140,208,96,48,122,0,0,0,0,0,0,208,0,0,0,0,0,122,0,52,0,140,200,0,0,200,0,176,0,0,0,0,114,0,28,0,0,0,0,0,0,0,0,0,34,0,114,0,0,0,176,0,28,34,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,262,0,0,0,0,106,0,0,0,0,166,0,0,166,0,262,0,0,0,0,0,0,0,106,0,4640,262
64,0,40,0,0,0,0,0,148,148,0,0,40,220,28,0,98,0,0,0,0,0,140,28,0,0,0,0,0,0,140,0,220,98,0,0,0,0,52,66,0,66,52,0,184,0,0,0,0,0,0,182,0,94,0,0,0,0,0,0,0,0,0,184,94,0,182,0,0,0,0,0,0,0,0,0,0,168,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,38,38,0,0,0,26,0,0,0,0,0,0,0,0,138,0,0,254,0,0,0,0,0,0,138,0,104,0,0,0,0,254,0,0,0,0,0,0,0,104,0,0,3960,254
65,50,0,0,0,0,102,0,0,0,0,0,0,0,58,58,102,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,160,0,246,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,160,0,0,120,0,1536,246
66,0,0,0,0,10,0,0,132,0,0,0,0,0,0,0,100,184,0,0,0,0,0,10,0,100,0,0,0,0,0,0,0,0,0,184,132,0,0,98,208,0,0,0,0,0,0,0,218,0,0,194,0,0,0,0,98,0,0,158,0,0,0,0,126,158,194,208,0,126,0,0,218,0,200,0,0,0,0,166,0,72,0,18,160,0,0,0,0,0,160,18,72,200,0,0,0,166,0,0,0,0,0,0,32,0,28,32,28,0,0,0,0,0,172,0,262,0,0,226,0,0,0,0,80,0,64,0,60,0,80,0,0,0,262,0,0,60,0,226,0,0,172,64,0,5936,262
67,0,0,0,0,0,0,0,0,0,0,0,0,0,40,58,0,0,0,0,0,0,0,0,0,0,0,58,40,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,94,200,208,0,0,0,0,0,0,0,0,94,0,0,0,154,0,0,154,0,208,200,0,0,0,0,0,0,184,0,0,0,108,0,0,0,0,0,0,0,0,108,0,0,184,18,74,0,0,74,0,0,0,0,18,0,0,0,0,0,0,0,0,152,122,0,0,0,0,0,218,0,250,0,0,0,0,0,0,0,0,0,122,0,152,0,0,0,250,0,0,0,0,218,0,0,0,0,0,3880,250
68,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,146,0,0,0,0,0,44,0,146,0,0,0,0,0,0,0,8,0,0,230,0,0,0,220,0,0,0,0,80,118,0,0,0,0,0,80,0,0,0,0,0,0,230,118,0,0,0,220,0,0,8,0,0,0,180,0,0,0,0,166,0,110,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,166,0,0,180,42,0,0,110,0,0,0,166,0,0,0,0,0,252,0,244,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,214,252,0,18,0,244,166,0,0,0,18,4476,252
69,0,46,0,0,64,114,160,0,0,0,0,46,0,0,64,114,0,0,0,0,66,0,0,0,0,0,0,160,0,0,0,0,66,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,76,0,202,0,0,0,0,0,210,202,0,0,0,0,154,0,0,0,0,0,108,0,0,80,0,0,0,108,0,0,0,0,80,166,0,56,0,154,0,0,0,0,0,0,0,0,0,56,166,176,0,0,250,0,0,0,0,0,0,0,0,0,0,0,248,0,12,100,0,0,0,248,0,0,250,0,0,0,0,0,176,0,100,0,12,4576,250
70,0,0,0,0,0,0,190,0,0,0,0,0,6,0,0,104,0,0,0,0,0,0,6,0,0,0,0,0,0,0,104,0,0,0,0,190,0,0,162,0,74,0,0,0,66,0,0,0,0,166,0,0,0,0,0,66,0,0,166,74,0,162,0,160,160,0,0,204,204,0,0,0,0,0,0,162,14,0,0,0,0,0,84,0,0,0,116,0,0,0,14,0,0,0,0,0,0,162,0,0,0,0,0,0,116,0,84,0,0,0,212,0,0,242,0,64,0,0,0,0,0,0,0,242,150,0,0,0,0,0,242,4,0,0,0,64,4,242,212,150,0,0,0,0,4844,242
71,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,114,36,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,134,0,0,26,208,0,0,0,0,0,64,156,0,0,42,186,0,0,0,0,64,0,42,0,156,0,0,0,208,0,0,0,0,186,0,0,26,0,0,118,116,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,244,0,0,0,0,0,0,0,0,0,3380,246
72,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,172,0,2,0,0,0,68,0,0,202,68,0,0,168,32,0,0,0,104,0,0,0,22,2,168,22,0,0,0,0,0,32,202,0,0,0,0,104,0,0,0,0,0,32,62,32,0,146,0,0,90,0,0,64,0,0,0,90,0,0,62,0,0,104,64,0,0,0,0,146,104,0,0,0,0,0,216,0,258,124,0,0,64,0,0,64,0,14,0,0,0,0,0,0,0,0,258,14,0,0,0,0,0,216,0,0,0,124,0,0,3992,258
73,0,0,0,0,90,0,0,118,0,0,0,0,0,0,0,90,0,194,172,0,0,0,0,0,0,0,118,172,0,0,0,0,0,0,0,194,0,0,206,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,44,0,0,0,0,206,134,0,0,0,178,0,134,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,120,0,120,140,0,44,140,0,44,0,0,0,0,0,0,0,234,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,244,0,0,0,0,0,0,228,234,0,0,0,0,0,4328,244
