Interval,Processor0,Processor1,Processor2,Processor3,Processor4,Processor5,Processor6,Processor7,Processor8,Processor9,Processor10,Processor11,Processor12,Processor13,Processor14,Processor15,Processor16,Processor17,Processor18,Processor19,Processor20,Processor21,Processor22,Processor23,Processor24,Processor25,Processor26,Processor27,Processor28,Processor29,Processor30,Processor31,Processor32,Processor33,Processor34,Processor35,Max,Mean,SD,CV
0,84666.0,109171.0,80399.0,98347.0,87654.0,84438.0,89882.0,90581.0,124560.0,87014.0,121567.0,106919.0,92383.0,90947.0,88800.0,96407.0,85565.0,85633.0,91579.0,88241.0,91543.0,92967.0,92511.0,87136.0,83118.0,91249.0,103801.0,114962.0,100462.0,91688.0,101602.0,91083.0,101708.0,91696.0,109546.0,87795.0,124560.0,94933.88888888889,10489.175324478769,0.11048926202481132
1,79613.0,82104.0,79650.0,84982.0,80460.0,72337.0,87600.0,86326.0,107910.0,76728.0,117671.0,100270.0,87492.0,76998.0,74394.0,87279.0,74773.0,90868.0,70327.0,76480.0,70375.0,93504.0,89560.0,75561.0,73294.0,79494.0,101933.0,104239.0,87622.0,71799.0,97974.0,74695.0,95732.0,74914.0,105521.0,81846.0,117671.0,85342.36111111111,11883.600175014251,0.13924620809989602
2,78549.0,79167.0,74372.0,83820.0,83436.0,69143.0,86924.0,97323.0,98145.0,80595.0,114271.0,96664.0,88605.0,71994.0,69975.0,80070.0,69383.0,86144.0,68219.0,71283.0,68820.0,87075.0,88074.0,71284.0,69823.0,86060.0,99779.0,98026.0,78332.0,73863.0,93815.0,68674.0,94429.0,76629.0,102458.0,81606.0,114271.0,82967.47222222222,11611.976409643505,0.1399581799785546
3,83358.0,78789.0,69786.0,83157.0,83191.0,68470.0,84627.0,105483.0,89764.0,90864.0,109492.0,94604.0,93035.0,68093.0,69785.0,74251.0,69764.0,87102.0,67839.0,69248.0,65952.0,93874.0,84996.0,71551.0,69285.0,93610.0,99445.0,95056.0,68997.0,65452.0,93085.0,66463.0,92842.0,78742.0,97560.0,84604.0,109492.0,82283.77777777778,12350.93528422288,0.15010170434297285
4,82504.0,77090.0,69785.0,86143.0,83829.0,66668.0,86120.0,110945.0,82057.0,99330.0,106627.0,93934.0,95443.0,66327.0,67317.0,69039.0,67609.0,89693.0,66815.0,66800.0,65443.0,91361.0,89810.0,70727.0,74545.0,98499.0,101983.0,91268.0,66194.0,62936.0,92796.0,65595.0,93435.0,84262.0,99827.0,72439.0,110945.0,82088.75,13721.049857335991,0.16714896812700877
5,83186.0,75932.0,77578.0,88203.0,89358.0,64163.0,65889.0,115802.0,77446.0,111687.0,102436.0,92127.0,100935.0,64509.0,65143.0,61939.0,70392.0,87795.0,60447.0,63816.0,66718.0,99258.0,86902.0,71810.0,84099.0,101090.0,99370.0,83736.0,62694.0,66867.0,93242.0,65318.0,93262.0,85202.0,104378.0,78455.0,115802.0,82255.11111111111,15451.377527186834,0.18784702030631195
6,86485.0,75111.0,67887.0,90534.0,89313.0,64713.0,64702.0,119268.0,73043.0,117905.0,99285.0,90904.0,102809.0,64034.0,63983.0,63193.0,74275.0,91380.0,72184.0,63371.0,69537.0,104423.0,84000.0,76326.0,95967.0,103940.0,100829.0,76258.0,63267.0,82882.0,93163.0,64404.0,91802.0,84245.0,106307.0,66755.0,119268.0,83291.22222222222,16296.86561907451,0.19566126158641578
7,82110.0,74209.0,73604.0,92981.0,92704.0,67875.0,75184.0,112738.0,69557.0,121787.0,97891.0,88986.0,106907.0,62467.0,66812.0,71137.0,75560.0,93526.0,87116.0,64475.0,71512.0,98931.0,69235.0,83172.0,104399.0,105626.0,96011.0,72512.0,65263.0,78975.0,91158.0,67992.0,88934.0,81455.0,110154.0,62197.0,121787.0,84032.0,15825.12025757361,0.18832254685802563
8,77451.0,78003.0,72862.0,92346.0,91218.0,78543.0,92623.0,104899.0,66660.0,120867.0,94934.0,86622.0,106212.0,64157.0,66652.0,81574.0,78383.0,75035.0,93468.0,65850.0,80907.0,97226.0,68258.0,92029.0,110739.0,103714.0,89068.0,69411.0,71768.0,83947.0,88061.0,68406.0,85721.0,81887.0,108972.0,68062.0,120867.0,84903.75,14415.106396059733,0.1697817398649616
9,92246.0,84855.0,89830.0,100392.0,100595.0,96572.0,112608.0,95901.0,74348.0,114977.0,94210.0,85474.0,106189.0,75207.0,72883.0,78701.0,82151.0,74308.0,74783.0,76903.0,78118.0,79244.0,75703.0,104722.0,116403.0,100280.0,81518.0,73243.0,77262.0,91902.0,84778.0,76631.0,89541.0,88879.0,103353.0,74872.0,116403.0,88321.72222222222,12772.731335003207,0.1446159677781908
10,89418.0,75999.0,72005.0,100877.0,97375.0,114785.0,121110.0,88079.0,73007.0,112095.0,92238.0,80881.0,101633.0,69840.0,72512.0,70212.0,76577.0,70968.0,100889.0,72724.0,71511.0,73033.0,77831.0,115072.0,114573.0,91449.0,74994.0,71452.0,75305.0,99087.0,78124.0,72300.0,78680.0,83736.0,109400.0,75362.0,121110.0,86531.47222222222,15812.879290990955,0.18274136432559202
11,85848.0,74877.0,72926.0,111126.0,74354.0,127870.0,127243.0,80472.0,73410.0,102729.0,90629.0,79888.0,96980.0,70761.0,70157.0,70484.0,73819.0,73814.0,101985.0,73276.0,71984.0,76146.0,90019.0,115781.0,112114.0,78699.0,71535.0,71775.0,80100.0,96944.0,76537.0,77895.0,76033.0,88538.0,114495.0,79247.0,127870.0,86402.5,16843.25017873134,0.19493938460960436
12,81555.0,79287.0,77021.0,112277.0,72923.0,124023.0,130462.0,76721.0,70590.0,96853.0,89420.0,77551.0,94378.0,69660.0,74167.0,72203.0,76427.0,75480.0,99069.0,74399.0,71396.0,74902.0,98159.0,112606.0,102759.0,77390.0,73582.0,75785.0,82156.0,89858.0,77511.0,76301.0,77352.0,88675.0,111359.0,85133.0,130462.0,86094.16666666667,15684.571730242145,0.18217926181884733
13,83805.0,81262.0,93582.0,100181.0,73084.0,120425.0,116061.0,74353.0,76861.0,93831.0,88955.0,79763.0,88559.0,77538.0,75416.0,72786.0,73765.0,82773.0,95289.0,79263.0,73418.0,82490.0,100875.0,107791.0,89156.0,70403.0,72349.0,73300.0,76385.0,87864.0,73839.0,77044.0,75516.0,87118.0,108284.0,91757.0,120425.0,85420.58333333333,12852.307995010513,0.15045914571734384
14,82242.0,75881.0,106843.0,95840.0,78743.0,112549.0,102033.0,71940.0,74716.0,89637.0,86729.0,77652.0,84216.0,76328.0,74225.0,74506.0,73452.0,84813.0,91822.0,77147.0,72282.0,90951.0,101684.0,103033.0,78944.0,73186.0,73647.0,74059.0,88152.0,86826.0,71846.0,77197.0,75158.0,88924.0,100980.0,97147.0,112549.0,84592.5,11370.020119937246,0.13440931666444716
15,81659.0,78897.0,110637.0,95660.0,88759.0,110606.0,91692.0,73138.0,74350.0,89520.0,85511.0,74706.0,83737.0,80647.0,73869.0,74176.0,71502.0,88253.0,87572.0,76412.0,72984.0,96257.0,99552.0,97036.0,72789.0,69992.0,71506.0,72684.0,86839.0,89313.0,71980.0,73908.0,76517.0,87251.0,100381.0,100746.0,110637.0,84195.5,11350.531523286083,0.13481161728698188
16,82485.0,75620.0,115971.0,89069.0,101124.0,103304.0,87442.0,70758.0,71439.0,87923.0,83952.0,74254.0,80850.0,81314.0,73390.0,77085.0,71085.0,89708.0,86713.0,72594.0,76967.0,99260.0,95631.0,91844.0,72755.0,74001.0,73450.0,69735.0,87519.0,90360.0,69649.0,74800.0,74374.0,89274.0,105260.0,101022.0,115971.0,83943.91666666667,11763.685215703736,0.1401374355978196
17,79844.0,70222.0,115226.0,98250.0,111496.0,94466.0,80371.0,74585.0,75642.0,88400.0,82249.0,72517.0,79679.0,82090.0,72658.0,79815.0,74096.0,89819.0,78015.0,69489.0,83846.0,100408.0,92734.0,84782.0,71949.0,77813.0,75086.0,69636.0,87398.0,90390.0,71796.0,72425.0,79226.0,84266.0,103721.0,102542.0,115226.0,83804.08333333333,11818.64774736894,0.14102711081940844
18,80064.0,80218.0,119164.0,87401.0,110529.0,92946.0,83120.0,75541.0,83577.0,88341.0,84037.0,82144.0,84094.0,76240.0,79285.0,83039.0,79513.0,89538.0,77266.0,76569.0,91680.0,98830.0,91487.0,80191.0,77052.0,77923.0,79034.0,77878.0,90922.0,103355.0,76618.0,78309.0,88930.0,83339.0,99511.0,103155.0,119164.0,86412.22222222222,10301.344987996878,0.11921166616344384
19,78577.0,86113.0,109533.0,77074.0,112142.0,90452.0,77776.0,71966.0,79286.0,85933.0,80616.0,76170.0,77763.0,86610.0,73003.0,83091.0,82421.0,87663.0,74662.0,82629.0,96423.0,96327.0,82222.0,76559.0,75184.0,76115.0,77268.0,73050.0,89794.0,95379.0,72132.0,78727.0,87180.0,87520.0,100941.0,102221.0,112142.0,84458.94444444444,10216.645538163157,0.1209658207945457
20,81278.0,98066.0,98116.0,77681.0,111042.0,87608.0,77895.0,72674.0,74126.0,84603.0,79818.0,76894.0,76020.0,86955.0,71388.0,86499.0,78819.0,86853.0,77986.0,89742.0,97266.0,91812.0,75358.0,77711.0,79381.0,80845.0,79529.0,73797.0,87545.0,88634.0,73384.0,89640.0,90996.0,83564.0,100278.0,99192.0,111042.0,84527.63888888889,9252.68181589886,0.1094633889876122
21,79653.0,110337.0,91430.0,82730.0,108216.0,87916.0,75300.0,78574.0,74347.0,84428.0,80129.0,78347.0,76952.0,88960.0,73506.0,86697.0,81579.0,84851.0,81709.0,97475.0,98490.0,87239.0,74352.0,74978.0,76089.0,78694.0,77634.0,74154.0,86110.0,98155.0,75823.0,98429.0,92788.0,82846.0,85415.0,91536.0,110337.0,84885.22222222222,9448.367522461549,0.11130756656001364
22,80728.0,114611.0,86173.0,93376.0,102521.0,85544.0,72428.0,78010.0,77902.0,83352.0,80030.0,79993.0,76974.0,89700.0,75070.0,89420.0,77366.0,83714.0,86295.0,100414.0,100283.0,82899.0,77315.0,72305.0,78511.0,85235.0,75360.0,76073.0,88183.0,89145.0,72063.0,105157.0,97156.0,87109.0,78032.0,86262.0,114611.0,85130.80555555556,9948.794937689256,0.11686480437679832
23,74862.0,117736.0,81703.0,106981.0,94763.0,86085.0,74515.0,74040.0,74704.0,80392.0,79126.0,82815.0,75440.0,90758.0,75469.0,93242.0,74376.0,82472.0,93804.0,101976.0,100239.0,75876.0,82229.0,73934.0,84925.0,81747.0,74172.0,75219.0,88235.0,95137.0,77282.0,107433.0,99222.0,88865.0,75077.0,80985.0,117736.0,85439.88888888889,11303.598018079067,0.1322988379909873
24,77135.0,115287.0,80719.0,118539.0,89524.0,85308.0,74732.0,73012.0,78597.0,81151.0,79947.0,83233.0,77197.0,106205.0,77459.0,93701.0,75654.0,78581.0,100960.0,102099.0,98860.0,75367.0,87053.0,75763.0,78459.0,87710.0,73872.0,75387.0,88874.0,89302.0,73674.0,104297.0,101249.0,84880.0,78985.0,78890.0,118539.0,86157.27777777778,12087.182572210557,0.14029206683371045
25,80407.0,112870.0,81497.0,119960.0,84849.0,84254.0,74970.0,74842.0,80423.0,81881.0,82698.0,85929.0,79961.0,100258.0,79680.0,93801.0,77244.0,80681.0,106270.0,100653.0,94309.0,75992.0,88276.0,78049.0,74191.0,84694.0,72837.0,80365.0,88243.0,91775.0,74878.0,108601.0,101426.0,84898.0,80032.0,81036.0,119960.0,86742.5,11599.446027241513,0.13372275444264936
26,94522.0,103031.0,77168.0,119071.0,85713.0,84979.0,79305.0,76549.0,87877.0,86086.0,82973.0,86847.0,81461.0,91506.0,84678.0,91223.0,80436.0,80325.0,109556.0,97222.0,86080.0,85714.0,86059.0,80060.0,79581.0,81749.0,72170.0,83870.0,86654.0,94244.0,77983.0,107401.0,98405.0,79762.0,82782.0,76751.0,119071.0,87216.47222222222,10032.62445858541,0.11503130318115709
27,112475.0,94175.0,86358.0,112530.0,84899.0,86898.0,81227.0,81887.0,102340.0,87654.0,90056.0,89880.0,87162.0,78522.0,87796.0,92258.0,85904.0,79362.0,109264.0,93053.0,84517.0,99335.0,92814.0,79690.0,84109.0,85010.0,83676.0,94181.0,84864.0,89763.0,79809.0,102164.0,94589.0,85473.0,83467.0,87583.0,112530.0,89854.0,8749.330075941687,0.09737273884236303
28,123224.0,87371.0,75350.0,105655.0,83301.0,84344.0,78301.0,78342.0,116013.0,84465.0,83824.0,91408.0,75534.0,93880.0,89706.0,83991.0,77085.0,80236.0,107239.0,85921.0,77063.0,99690.0,93652.0,76919.0,77698.0,79855.0,80362.0,106280.0,79249.0,92806.0,75657.0,111747.0,88925.0,81164.0,82474.0,80168.0,123224.0,88024.97222222222,12310.927516023476,0.13985721557450873
29,127765.0,80013.0,79942.0,94340.0,82743.0,82806.0,74925.0,80951.0,122588.0,81113.0,83316.0,97462.0,78958.0,83077.0,91711.0,80017.0,81688.0,79036.0,103025.0,81787.0,73182.0,104843.0,99631.0,76308.0,82123.0,82225.0,71564.0,114617.0,81452.0,90611.0,74796.0,115620.0,84939.0,77556.0,79066.0,80871.0,127765.0,87685.19444444444,13947.18525927851,0.15905975173625422
30,120647.0,81249.0,79170.0,88350.0,81539.0,80755.0,72762.0,81493.0,118746.0,80412.0,83737.0,104490.0,78252.0,91395.0,94545.0,80863.0,78033.0,84136.0,95253.0,76986.0,75161.0,102038.0,102939.0,75851.0,79473.0,85015.0,77297.0,118665.0,85027.0,75118.0,73666.0,108888.0,81405.0,80421.0,80079.0,80856.0,120647.0,87075.33333333333,13133.341008881003,0.1508273411783016
31,109923.0,82078.0,78477.0,81501.0,82558.0,81348.0,74180.0,84086.0,110308.0,81907.0,85930.0,112822.0,77641.0,86387.0,96900.0,79606.0,78842.0,98368.0,83286.0,71421.0,75657.0,94878.0,95265.0,77664.0,77285.0,84819.0,71940.0,113384.0,93419.0,82595.0,76057.0,102310.0,80317.0,79037.0,80266.0,82568.0,113384.0,86250.83333333333,11478.250034788016,0.13307987402774485
32,100146.0,78527.0,77105.0,81068.0,78940.0,78874.0,75508.0,94490.0,98890.0,80431.0,86462.0,114321.0,76128.0,85230.0,100183.0,77494.0,80430.0,88121.0,78911.0,87211.0,71586.0,97572.0,85280.0,75577.0,76556.0,87684.0,77897.0,112688.0,97417.0,81321.0,75420.0,101543.0,79281.0,82547.0,78520.0,79766.0,114321.0,85531.25,10633.993807531162,0.12432875478297303
33,92142.0,74125.0,72673.0,76446.0,73587.0,76253.0,76874.0,104873.0,86143.0,81254.0,90157.0,112951.0,73112.0,80419.0,100514.0,73072.0,83364.0,92324.0,73511.0,86902.0,78818.0,97300.0,90672.0,75811.0,81155.0,82963.0,75326.0,112258.0,102322.0,90033.0,78351.0,101048.0,73583.0,85541.0,72908.0,82448.0,112951.0,85034.25,11419.55238803411,0.1342935627471767
34,87898.0,70806.0,70747.0,72682.0,71252.0,75291.0,77154.0,109448.0,75958.0,80101.0,91000.0,111180.0,70829.0,78781.0,97942.0,74329.0,81417.0,82280.0,76776.0,94322.0,88230.0,94931.0,95666.0,72466.0,70686.0,86917.0,77976.0,111578.0,108703.0,97809.0,73270.0,100301.0,71304.0,88430.0,71075.0,84837.0,111578.0,84565.88888888889,12756.685643174149,0.1508490694153899
35,81719.0,69870.0,70032.0,70176.0,69849.0,74453.0,70155.0,110766.0,70084.0,80522.0,97366.0,107686.0,70318.0,80892.0,94779.0,73527.0,78177.0,74069.0,83202.0,88656.0,91929.0,94696.0,96784.0,71824.0,75474.0,84446.0,84868.0,105266.0,110625.0,102021.0,74783.0,99213.0,74417.0,93463.0,69433.0,87352.0,110766.0,84247.0,12996.870396795957,0.15427101732757198
36,82999.0,75627.0,76424.0,74543.0,74182.0,78024.0,77141.0,108490.0,86546.0,84038.0,99424.0,102873.0,77112.0,77309.0,95387.0,74782.0,78806.0,74757.0,85674.0,91194.0,86219.0,95655.0,90287.0,75675.0,84368.0,86361.0,85575.0,100217.0,109280.0,104188.0,75561.0,97464.0,81733.0,94839.0,75212.0,95757.0,109280.0,86492.30555555556,10548.31356668355,0.12195667000584437
37,78724.0,70132.0,71799.0,69900.0,70890.0,75746.0,80911.0,103799.0,84629.0,81681.0,106831.0,92499.0,71265.0,84993.0,90956.0,85644.0,71698.0,73216.0,83367.0,90314.0,83427.0,90918.0,92404.0,69756.0,90965.0,71611.0,81764.0,96508.0,104424.0,104994.0,71313.0,94081.0,75195.0,92080.0,77289.0,94055.0,106831.0,84160.5,11086.087438517001,0.13172554153690866
38,76634.0,69988.0,72776.0,75249.0,75479.0,76121.0,89587.0,96806.0,78826.0,85266.0,106739.0,87129.0,73027.0,73198.0,85626.0,81727.0,73035.0,78995.0,82603.0,88196.0,84057.0,90209.0,85185.0,72019.0,92434.0,74727.0,84092.0,93416.0,102857.0,101796.0,72864.0,95220.0,82725.0,91151.0,81660.0,93502.0,106739.0,84025.58333333333,9498.525208259673,0.11304325220306521
39,74744.0,72828.0,73632.0,78527.0,76491.0,77905.0,96478.0,87663.0,82834.0,86547.0,111066.0,80987.0,72837.0,72804.0,81475.0,80840.0,72316.0,83395.0,82258.0,85152.0,83548.0,89724.0,84213.0,70656.0,96408.0,83353.0,76546.0,91226.0,96642.0,101289.0,76235.0,99158.0,79485.0,90876.0,80330.0,92997.0,111066.0,83985.13888888889,9356.728660739813,0.11140933722951424
40,75832.0,74029.0,76540.0,77899.0,74881.0,78507.0,102328.0,79094.0,82679.0,89232.0,113095.0,76507.0,75257.0,73019.0,77315.0,80084.0,72113.0,86878.0,79416.0,88098.0,81264.0,88905.0,88036.0,72802.0,100475.0,90011.0,75751.0,87977.0,93200.0,99751.0,72187.0,101157.0,82142.0,89086.0,80363.0,89553.0,113095.0,84040.63888888889,9878.65437066984,0.11754615982549256
41,75609.0,70675.0,75716.0,81961.0,76810.0,79616.0,109247.0,75627.0,80509.0,93784.0,110741.0,73591.0,75887.0,77020.0,75749.0,81366.0,75029.0,89415.0,81242.0,90907.0,80701.0,94754.0,84413.0,70516.0,104099.0,93708.0,78602.0,88847.0,91932.0,91079.0,72797.0,99664.0,79859.0,88824.0,76392.0,89969.0,110741.0,84351.58333333333,10352.05154486298,0.12272504125920948
42,71964.0,74405.0,79651.0,81924.0,78211.0,81803.0,109307.0,69888.0,80524.0,95756.0,106512.0,72336.0,72265.0,81314.0,71377.0,80287.0,78777.0,92319.0,82619.0,93357.0,82541.0,94160.0,88980.0,69893.0,107634.0,100289.0,87783.0,85863.0,90986.0,86133.0,74045.0,97504.0,80572.0,87581.0,78382.0,89356.0,109307.0,84897.16666666667,10536.589289761232,0.12411002278946763
43,70983.0,75357.0,83935.0,81636.0,76040.0,82681.0,106805.0,77603.0,78617.0,104952.0,100765.0,70946.0,72888.0,83637.0,70560.0,85128.0,78753.0,95950.0,91537.0,93883.0,90582.0,83958.0,93712.0,76604.0,108648.0,105901.0,90748.0,86243.0,85617.0,81336.0,70778.0,95944.0,75367.0,88779.0,69560.0,86700.0,108648.0,85364.80555555556,10965.842296319372,0.12845858694286819
44,73882.0,72283.0,95133.0,84495.0,75731.0,84043.0,106690.0,77254.0,84731.0,109913.0,93547.0,71930.0,75546.0,83552.0,76522.0,87767.0,80629.0,96492.0,93825.0,95823.0,85464.0,71576.0,93465.0,76752.0,106159.0,109813.0,97057.0,84640.0,84515.0,76317.0,74210.0,98550.0,80955.0,84995.0,74090.0,85499.0,109913.0,86217.91666666667,11023.012106938928,0.12785059687252467
45,80661.0,83181.0,105888.0,81798.0,78921.0,86247.0,96608.0,89418.0,86868.0,119495.0,87918.0,80591.0,84989.0,84556.0,80926.0,82907.0,81289.0,101318.0,92830.0,99030.0,86656.0,85220.0,92976.0,78308.0,97862.0,114159.0,105872.0,86673.0,87211.0,83513.0,84274.0,107292.0,79911.0,90536.0,80981.0,83956.0,119495.0,89745.52777777778,10240.34380793848,0.11410422403771443
46,76862.0,77068.0,120276.0,83109.0,75753.0,86272.0,85206.0,79398.0,83254.0,124268.0,79759.0,76747.0,81693.0,81527.0,75654.0,84531.0,78883.0,94491.0,99207.0,103024.0,99669.0,92481.0,76646.0,77066.0,94365.0,112986.0,112456.0,81927.0,80643.0,77174.0,81261.0,111333.0,78109.0,80841.0,77582.0,79179.0,124268.0,87797.22222222222,13538.795595356314,0.15420528409302603
47,76715.0,80567.0,123308.0,82126.0,76519.0,93451.0,79011.0,80763.0,80575.0,127376.0,80843.0,77737.0,80625.0,81160.0,73760.0,90823.0,78233.0,90902.0,104909.0,109076.0,91289.0,101219.0,78314.0,75089.0,85765.0,102788.0,119141.0,79154.0,80629.0,76994.0,87074.0,110479.0,75852.0,77831.0,78650.0,79912.0,127376.0,88018.30555555556,14404.538669035774,0.1636538965175135
48,78073.0,81259.0,119963.0,79942.0,74350.0,98747.0,76574.0,84701.0,81948.0,117200.0,76440.0,75465.0,86344.0,79535.0,77765.0,103469.0,81111.0,89316.0,92890.0,101908.0,87347.0,105016.0,85381.0,76242.0,85795.0,93716.0,117002.0,80869.0,76785.0,75843.0,92761.0,107810.0,80555.0,76937.0,81164.0,78956.0,119963.0,87754.97222222222,12797.839784046262,0.1458360644413202
49,76724.0,86040.0,109231.0,76374.0,74761.0,109521.0,77432.0,81940.0,87167.0,102617.0,75667.0,75582.0,91530.0,76447.0,76878.0,93784.0,87994.0,86252.0,94163.0,94197.0,92190.0,107351.0,93681.0,81805.0,83206.0,88055.0,105964.0,79510.0,75426.0,78650.0,95844.0,98889.0,79933.0,77126.0,80687.0,79039.0,109521.0,86990.47222222222,10532.231378240034,0.12107339009880112
50,74893.0,96038.0,99827.0,83331.0,75023.0,114998.0,75208.0,85365.0,85132.0,91526.0,74785.0,74594.0,93373.0,74857.0,77944.0,89380.0,85759.0,78393.0,88545.0,92036.0,89140.0,106692.0,97898.0,91513.0,78102.0,85037.0,96763.0,78342.0,75607.0,74171.0,98288.0,103254.0,86238.0,74886.0,78793.0,74780.0,114998.0,86125.30555555556,10526.12920788455,0.12221877344858438
51,75483.0,101363.0,90825.0,79066.0,75664.0,120163.0,72835.0,83413.0,91470.0,81736.0,75963.0,73652.0,97620.0,74026.0,78154.0,88844.0,89589.0,75729.0,88391.0,89846.0,90542.0,104207.0,101268.0,96210.0,76683.0,80292.0,89869.0,75816.0,72735.0,70259.0,101460.0,107453.0,76007.0,76014.0,75909.0,75274.0,120163.0,85384.16666666667,11918.156611983994,0.13958274791755684
52,75717.0,109726.0,80216.0,73312.0,75805.0,118340.0,70912.0,87355.0,89947.0,77325.0,74871.0,72896.0,98175.0,71877.0,81339.0,90012.0,91755.0,74691.0,71798.0,94403.0,91703.0,101424.0,101845.0,101303.0,75027.0,77943.0,82761.0,75300.0,70259.0,70256.0,99842.0,105809.0,77086.0,74328.0,73820.0,76811.0,118340.0,84333.02777777778,12847.078568656314,0.1523374519708824
53,73587.0,113976.0,74819.0,77140.0,80959.0,112177.0,69935.0,85349.0,83916.0,75279.0,74302.0,74627.0,94548.0,70420.0,84018.0,92254.0,90117.0,72359.0,75565.0,98074.0,93713.0,95679.0,105343.0,102922.0,72366.0,76572.0,77958.0,73806.0,71232.0,69593.0,98328.0,100845.0,71495.0,75506.0,74410.0,76030.0,113976.0,83589.41666666667,12712.564411231991,0.15208342058333132
54,82125.0,109145.0,73993.0,82605.0,92369.0,106299.0,87566.0,94381.0,94252.0,76909.0,73384.0,74531.0,97677.0,74759.0,89051.0,81510.0,79739.0,74020.0,82045.0,94010.0,95107.0,88278.0,105835.0,106236.0,73552.0,76130.0,81250.0,76950.0,73198.0,76704.0,105990.0,97829.0,81699.0,89094.0,76713.0,84845.0,109145.0,86382.77777777778,11025.161039668184,0.12763147149575038
55,81574.0,106845.0,70262.0,67279.0,98571.0,96480.0,78604.0,84455.0,87777.0,71773.0,69674.0,70557.0,93812.0,68435.0,88078.0,87433.0,92053.0,74548.0,86394.0,87485.0,94942.0,82569.0,101058.0,102929.0,68575.0,70506.0,73033.0,70521.0,68313.0,65580.0,98159.0,93288.0,76173.0,86585.0,81880.0,81192.0,106845.0,82705.33333333333,11627.75973932879,0.14059262287795377
56,89939.0,96186.0,70220.0,68000.0,106920.0,87812.0,81252.0,83766.0,84858.0,72428.0,70255.0,70386.0,93211.0,71459.0,89833.0,81837.0,96291.0,81564.0,90671.0,70458.0,86032.0,76934.0,94602.0,105628.0,67660.0,70323.0,72005.0,70309.0,69340.0,68313.0,96074.0,95723.0,82380.0,91275.0,88475.0,82828.0,106920.0,82645.75,11213.20079285274,0.13567788776619172
57,95777.0,91096.0,69793.0,70268.0,111362.0,79411.0,83773.0,82423.0,84681.0,72205.0,70262.0,69913.0,90276.0,74357.0,91588.0,86683.0,97181.0,82565.0,95858.0,76930.0,83378.0,73084.0,88132.0,106915.0,69171.0,70469.0,72178.0,69932.0,69762.0,68370.0,91903.0,83581.0,75213.0,92585.0,100331.0,80067.0,111362.0,82540.91666666667,11438.856701259285,0.13858407639757597
58,103608.0,80741.0,68988.0,71636.0,113083.0,77280.0,84232.0,83901.0,92562.0,71455.0,70584.0,70352.0,92872.0,76791.0,93073.0,83890.0,93180.0,90486.0,102193.0,86468.0,77094.0,70540.0,82511.0,104464.0,72609.0,70440.0,70449.0,70389.0,70416.0,69077.0,88165.0,69810.0,82468.0,93115.0,101703.0,80206.0,113083.0,82800.86111111111,12084.761207940026,0.14594970445685815
59,111954.0,73899.0,71695.0,78651.0,109676.0,74907.0,85583.0,85667.0,91957.0,73446.0,71679.0,72285.0,92513.0,74147.0,94899.0,77446.0,100265.0,86469.0,103228.0,93551.0,75055.0,72046.0,76028.0,98494.0,70521.0,73847.0,71688.0,72023.0,72365.0,72572.0,84466.0,72502.0,85424.0,96185.0,98924.0,86775.0,111954.0,83412.0,11996.006411857796,0.14381631434155512
60,113227.0,71579.0,70277.0,91025.0,104428.0,73172.0,85752.0,87916.0,94159.0,73539.0,72404.0,72600.0,91009.0,77402.0,97554.0,73650.0,94592.0,86973.0,106682.0,96801.0,82733.0,82081.0,73439.0,92603.0,78774.0,71293.0,72648.0,73772.0,73899.0,73752.0,83254.0,75252.0,84229.0,96307.0,101647.0,82654.0,113227.0,84252.16666666667,11569.514602561721,0.13732008398472506
61,111059.0,74134.0,76441.0,98765.0,98766.0,73526.0,89373.0,88627.0,90042.0,74161.0,72262.0,74417.0,88390.0,72683.0,99127.0,73983.0,95177.0,86921.0,105275.0,101085.0,89290.0,85390.0,72572.0,88640.0,79334.0,76025.0,73619.0,75507.0,75526.0,80895.0,82919.0,79022.0,82309.0,96931.0,99804.0,83477.0,111059.0,85152.05555555556,10707.150302859518,0.12574153651374717
62,106959.0,74462.0,78635.0,105459.0,87427.0,75241.0,85421.0,86775.0,92879.0,74981.0,75080.0,82181.0,87526.0,76843.0,95935.0,77589.0,97308.0,93476.0,104852.0,106277.0,98050.0,88736.0,78346.0,84519.0,80315.0,74703.0,75206.0,78967.0,80762.0,86765.0,82124.0,81770.0,80761.0,94591.0,94268.0,81020.0,106959.0,86283.58333333333,9753.033594662284,0.11303463785207056
63,100886.0,84450.0,77522.0,114402.0,85660.0,82652.0,89841.0,97125.0,97232.0,81254.0,79922.0,92965.0,82627.0,82491.0,93910.0,84768.0,90940.0,86592.0,98446.0,109613.0,107352.0,90527.0,79375.0,86768.0,77185.0,79515.0,81771.0,86028.0,84997.0,100326.0,85571.0,83831.0,77594.0,93581.0,102446.0,85582.0,114402.0,89326.30555555556,9401.019885036838,0.10524357664372419
64,86829.0,79022.0,76280.0,117292.0,78552.0,77971.0,78812.0,80831.0,95500.0,78332.0,76384.0,106923.0,80204.0,79706.0,86984.0,86025.0,100620.0,95868.0,91387.0,109478.0,110338.0,94280.0,80437.0,81373.0,79681.0,79110.0,75599.0,84966.0,88474.0,107581.0,81644.0,82896.0,77064.0,86161.0,104394.0,80473.0,117292.0,87707.52777777778,11450.824022959394,0.13055691242343578
