Interval,Processor0,Processor1,Processor2,Processor3,Processor4,Processor5,Processor6,Processor7,Processor8,Processor9,Processor10,Processor11,Processor12,Processor13,Processor14,Processor15,Processor16,Processor17,Processor18,Processor19,Processor20,Processor21,Processor22,Processor23,Processor24,Processor25,Processor26,Processor27,Processor28,Processor29,Processor30,Processor31,Processor32,Processor33,Processor34,Processor35,Max,Mean,SD,CV
126,81638.0,107749.0,73971.0,81068.0,92601.0,104823.0,81484.0,78847.0,93924.0,78706.0,73743.0,74078.0,94455.0,76176.0,89588.0,85319.0,88249.0,73833.0,83214.0,94056.0,93745.0,88324.0,105534.0,106390.0,76206.0,76832.0,82948.0,77378.0,75215.0,75821.0,103668.0,96623.0,94432.0,86201.0,78281.0,80155.0,107749.0,86257.63888888889,10381.247666807625,0.12035163262676397
127,83995.0,106202.0,69669.0,82199.0,97891.0,93757.0,75852.0,69312.0,87146.0,73400.0,71268.0,70569.0,93547.0,69286.0,88971.0,93513.0,89292.0,75668.0,87908.0,85618.0,90712.0,83204.0,101097.0,102950.0,68771.0,71313.0,74639.0,71225.0,68893.0,66767.0,97434.0,93365.0,85820.0,86585.0,83188.0,81121.0,106202.0,83115.19444444444,11055.039076817828,0.13300864120828348
128,91768.0,96655.0,70264.0,72327.0,107404.0,85809.0,82856.0,68532.0,82498.0,73757.0,70428.0,71008.0,92507.0,81354.0,92681.0,84152.0,96909.0,84245.0,90585.0,70227.0,87058.0,77518.0,93779.0,105910.0,68628.0,70970.0,74388.0,70760.0,69651.0,69713.0,93916.0,96094.0,84741.0,92787.0,85900.0,84397.0,107404.0,83116.0,11005.688281773,0.13241359403451802
129,97163.0,92254.0,69389.0,71469.0,112009.0,78710.0,84263.0,74508.0,85663.0,73598.0,70627.0,70611.0,93128.0,74594.0,89484.0,85821.0,97075.0,83721.0,94883.0,76841.0,81706.0,74921.0,88863.0,106777.0,69917.0,70552.0,74180.0,70496.0,69430.0,70349.0,92007.0,83070.0,84455.0,90985.0,101025.0,82288.0,112009.0,82967.55555555556,11285.008633493582,0.13601712811626798
130,103996.0,82258.0,70121.0,72375.0,114340.0,73461.0,83794.0,77844.0,92993.0,72513.0,70578.0,71963.0,93452.0,81583.0,93997.0,90025.0,93269.0,84583.0,100186.0,86424.0,70724.0,71862.0,81800.0,104579.0,69850.0,71501.0,73680.0,70841.0,71042.0,70724.0,87875.0,77228.0,86470.0,95711.0,102646.0,82104.0,114340.0,83288.66666666667,12010.339041379677,0.1442013604257443
131,111798.0,73296.0,71496.0,79265.0,111729.0,74320.0,87594.0,73989.0,90693.0,73914.0,72500.0,72295.0,91338.0,76947.0,96761.0,88803.0,100182.0,86873.0,101726.0,96031.0,73607.0,72777.0,76456.0,99329.0,71959.0,72294.0,74492.0,72442.0,72334.0,73606.0,82283.0,72333.0,87914.0,97541.0,100141.0,84526.0,111798.0,83766.22222222222,12189.186045450995,0.14551433408462036
132,112679.0,71728.0,69929.0,92513.0,105180.0,74005.0,88696.0,84109.0,92939.0,73171.0,72447.0,73907.0,91696.0,71804.0,98386.0,74258.0,95020.0,89531.0,104368.0,99263.0,84346.0,83667.0,73277.0,92988.0,80492.0,71371.0,74197.0,74450.0,74078.0,72689.0,78789.0,73031.0,90028.0,100390.0,101033.0,84078.0,112679.0,84570.36111111111,11865.735373457985,0.14030607434522388
133,110231.0,74120.0,74332.0,101442.0,100422.0,72468.0,88735.0,81681.0,92121.0,73900.0,72897.0,74534.0,88988.0,73535.0,100044.0,73643.0,92142.0,88566.0,101854.0,102580.0,92471.0,89385.0,72638.0,89110.0,80222.0,73075.0,74005.0,75094.0,75140.0,78639.0,77594.0,77451.0,91332.0,99603.0,99203.0,87457.0,110231.0,85295.94444444444,11161.300795219078,0.1308538274347702
134,104839.0,80643.0,78463.0,106154.0,89910.0,74467.0,87500.0,78789.0,95794.0,75535.0,75433.0,81756.0,84958.0,75445.0,97298.0,77205.0,95392.0,91206.0,104112.0,106979.0,100719.0,90689.0,77960.0,84127.0,76032.0,72527.0,75489.0,77887.0,77926.0,88694.0,76596.0,81691.0,87878.0,96486.0,94446.0,83725.0,106979.0,86243.05555555556,10160.525880267234,0.11781268433517043
135,99203.0,85762.0,77474.0,112899.0,81808.0,78994.0,90240.0,78551.0,98949.0,80492.0,77918.0,95143.0,82808.0,87438.0,95126.0,82358.0,100077.0,87940.0,101532.0,111355.0,107255.0,89440.0,77891.0,84734.0,76550.0,76699.0,87858.0,84254.0,83159.0,101608.0,83133.0,83042.0,91698.0,94829.0,100389.0,87788.0,112899.0,89344.27777777778,9933.782382498597,0.11118543492182534
136,86198.0,81537.0,78713.0,115491.0,80090.0,74567.0,80966.0,79429.0,96198.0,79100.0,76187.0,108546.0,77639.0,77977.0,87821.0,85812.0,101261.0,96950.0,92431.0,110130.0,110509.0,95591.0,79291.0,80561.0,74850.0,72952.0,79548.0,83293.0,88731.0,107618.0,79864.0,82313.0,82269.0,90486.0,102869.0,81812.0,115491.0,87766.66666666667,11675.989308548264,0.13303443952010935
137,78261.0,87186.0,78963.0,117547.0,76965.0,72926.0,92460.0,79131.0,79283.0,76672.0,76729.0,115202.0,77765.0,80444.0,85135.0,88530.0,106038.0,97931.0,88237.0,104207.0,116463.0,101155.0,79623.0,78855.0,77069.0,76497.0,77602.0,89223.0,97966.0,112002.0,77770.0,80595.0,76365.0,84861.0,103358.0,79905.0,117547.0,88025.58333333333,13129.721471140283,0.1491580171803116
138,77508.0,81012.0,77825.0,101556.0,78771.0,76374.0,93505.0,77095.0,80354.0,77313.0,80071.0,121345.0,78841.0,81941.0,83520.0,92237.0,92330.0,95765.0,82443.0,93068.0,114530.0,100211.0,82168.0,79950.0,75729.0,76578.0,79853.0,94855.0,106564.0,109251.0,81428.0,78696.0,78904.0,81926.0,108620.0,84664.0,121345.0,87688.91666666667,12112.946681076868,0.13813543537231748
139,73804.0,84997.0,78443.0,90011.0,76718.0,77268.0,84083.0,78550.0,92689.0,77863.0,80192.0,120572.0,78777.0,84022.0,81107.0,94942.0,91914.0,91800.0,82418.0,86424.0,100508.0,91704.0,89401.0,82393.0,77639.0,76538.0,80177.0,102715.0,105266.0,104844.0,81664.0,82414.0,80380.0,79638.0,107605.0,83993.0,120572.0,87040.91666666667,10577.974854424327,0.12152876209856467
140,73698.0,84291.0,81714.0,78138.0,72518.0,73926.0,81810.0,79536.0,103544.0,76057.0,86206.0,116073.0,75771.0,85239.0,77838.0,96478.0,95994.0,91005.0,77556.0,82426.0,92122.0,90441.0,92781.0,77999.0,79052.0,74835.0,80069.0,104859.0,104737.0,104654.0,83929.0,78577.0,86653.0,78753.0,103027.0,81609.0,116073.0,86219.86111111111,10894.498374951505,0.12635717843376967
141,79500.0,86981.0,80351.0,71909.0,70397.0,72594.0,85066.0,76972.0,109642.0,73189.0,96721.0,113772.0,72505.0,86680.0,75395.0,96661.0,94225.0,94012.0,74022.0,78119.0,84371.0,96563.0,87506.0,74709.0,77041.0,70212.0,83615.0,108725.0,103426.0,97566.0,86043.0,72913.0,88461.0,73055.0,99588.0,83925.0,113772.0,85456.44444444444,12007.998023179858,0.14051600322531912
142,80925.0,83353.0,80345.0,77940.0,68760.0,68767.0,82754.0,70113.0,116223.0,71278.0,105183.0,107031.0,71971.0,84582.0,73059.0,94134.0,94919.0,93537.0,70135.0,74621.0,76583.0,92934.0,92030.0,73168.0,72149.0,70273.0,88253.0,108123.0,104053.0,89084.0,89387.0,69751.0,90343.0,71147.0,104949.0,83663.0,116223.0,84597.77777777778,13221.291137385417,0.1562841422633491
143,76013.0,82064.0,76211.0,82192.0,68503.0,68060.0,83435.0,73525.0,116126.0,71229.0,114051.0,104028.0,75395.0,80314.0,70996.0,92813.0,90686.0,92398.0,70067.0,72153.0,70532.0,100458.0,86454.0,72284.0,68204.0,73525.0,92946.0,106501.0,98418.0,81339.0,88208.0,69356.0,91923.0,72743.0,104055.0,81877.0,116126.0,83863.38888888889,13543.130645537567,0.1614903812613743
144,81045.0,94924.0,75239.0,85145.0,70991.0,71539.0,84912.0,78912.0,115212.0,75961.0,115008.0,101666.0,78975.0,79301.0,76572.0,89454.0,75533.0,90505.0,74414.0,76619.0,75354.0,100691.0,84183.0,76857.0,73223.0,74979.0,101722.0,108605.0,95570.0,74595.0,92317.0,76857.0,93076.0,76574.0,103403.0,85190.0,115212.0,85697.86111111111,12402.880257228735,0.14472800250111081
145,82168.0,82033.0,78710.0,79559.0,67164.0,71355.0,83513.0,89859.0,103178.0,75462.0,115574.0,100719.0,83506.0,75564.0,69584.0,83636.0,79313.0,88517.0,75314.0,68604.0,67586.0,89697.0,90777.0,72254.0,68213.0,79705.0,103436.0,100734.0,87260.0,68486.0,90971.0,67953.0,90927.0,72733.0,103811.0,82320.0,115574.0,83060.97222222222,12237.608507034805,0.14733283489981525
146,82339.0,78691.0,75945.0,84175.0,67190.0,69586.0,83379.0,98365.0,97465.0,83036.0,113901.0,98043.0,87971.0,73488.0,67133.0,80315.0,65728.0,88857.0,81988.0,66611.0,75288.0,87102.0,89321.0,72084.0,67277.0,87356.0,100333.0,100392.0,79796.0,65409.0,91207.0,66456.0,91128.0,78555.0,101679.0,81973.0,113901.0,82765.61111111111,12136.008098670158,0.14663104562084148
147,84119.0,78004.0,71912.0,84839.0,66886.0,68617.0,84039.0,109010.0,91051.0,91205.0,109397.0,97218.0,92596.0,71506.0,66103.0,74927.0,66749.0,87997.0,84617.0,66826.0,67054.0,96974.0,83605.0,71698.0,70903.0,93199.0,101036.0,95678.0,70588.0,67937.0,91040.0,65230.0,91769.0,81422.0,97550.0,84348.0,109397.0,82712.47222222222,12716.18385384483,0.15373961764412591
148,84156.0,84474.0,66439.0,91213.0,66485.0,67517.0,83263.0,113449.0,83264.0,101863.0,106622.0,96107.0,94462.0,69786.0,64960.0,69336.0,69050.0,88090.0,80304.0,65317.0,74147.0,90988.0,87834.0,71401.0,76260.0,98696.0,100675.0,92315.0,65883.0,66853.0,92149.0,64615.0,91087.0,72429.0,102518.0,85216.0,113449.0,82756.19444444444,13699.693664092243,0.16554281834804604
149,83720.0,89719.0,68240.0,85914.0,63042.0,63113.0,71075.0,117638.0,77839.0,110413.0,103845.0,96017.0,99011.0,67802.0,63402.0,63567.0,72725.0,88273.0,83009.0,65014.0,79181.0,98014.0,88800.0,73551.0,85906.0,101148.0,100042.0,86333.0,63527.0,68893.0,91303.0,63182.0,91719.0,80414.0,105713.0,80690.0,117638.0,83105.38888888889,15038.380762564717,0.18095554287906512
150,78331.0,89458.0,69186.0,89242.0,64452.0,62028.0,66733.0,119750.0,74534.0,117501.0,99148.0,95440.0,100375.0,66723.0,61843.0,70848.0,75972.0,89033.0,84158.0,72098.0,83903.0,104631.0,86900.0,76854.0,95381.0,102346.0,100866.0,79406.0,63992.0,82700.0,92074.0,64848.0,90999.0,75413.0,105735.0,65914.0,119750.0,83855.97222222222,15631.61786694254,0.18641031106905573
151,77300.0,90477.0,71081.0,91056.0,65525.0,66394.0,79647.0,112427.0,72094.0,122628.0,97000.0,93565.0,104555.0,67129.0,65142.0,82260.0,77951.0,91332.0,87132.0,74935.0,82022.0,98293.0,73613.0,83181.0,102178.0,102757.0,96220.0,74183.0,66027.0,79371.0,89130.0,66490.0,86810.0,75898.0,110495.0,66885.0,122628.0,84532.86111111111,14818.048218590991,0.17529334774454106
152,75790.0,89902.0,67958.0,91026.0,67251.0,78373.0,95585.0,105589.0,71135.0,121622.0,94862.0,90996.0,103530.0,69909.0,74420.0,88436.0,78807.0,83649.0,92230.0,82509.0,79621.0,94829.0,70470.0,92132.0,107999.0,101713.0,90927.0,71050.0,73789.0,79291.0,86495.0,69009.0,82547.0,76758.0,109604.0,70366.0,121622.0,85560.52777777778,13452.097177446001,0.15722316735100655
153,86660.0,99755.0,76972.0,101387.0,76269.0,95105.0,114837.0,98892.0,76600.0,115050.0,92972.0,89351.0,105467.0,76580.0,76909.0,93339.0,81127.0,74056.0,77703.0,91218.0,88200.0,79940.0,77474.0,104571.0,114476.0,101226.0,84742.0,76541.0,77485.0,92295.0,81554.0,76041.0,85564.0,78229.0,102877.0,77686.0,115050.0,88865.27777777778,12343.486689143458,0.13890112086309314
154,73791.0,99332.0,72038.0,98149.0,74298.0,111336.0,122533.0,90356.0,70905.0,113320.0,91207.0,86898.0,100217.0,75214.0,71970.0,90019.0,76930.0,74316.0,98288.0,98889.0,77012.0,72818.0,80077.0,111448.0,114417.0,93036.0,75708.0,72229.0,77551.0,84107.0,76881.0,76125.0,75669.0,74254.0,110525.0,77585.0,122533.0,87206.88888888889,14982.72854318483,0.17180670855343164
155,72532.0,96792.0,75611.0,107917.0,73612.0,123947.0,128992.0,83449.0,72713.0,103239.0,91300.0,84702.0,98078.0,74283.0,76613.0,77177.0,76906.0,74054.0,100415.0,88421.0,83700.0,73962.0,91358.0,114312.0,110995.0,81853.0,75551.0,75167.0,74217.0,86415.0,75244.0,76273.0,74861.0,74059.0,116368.0,81590.0,128992.0,87407.72222222222,15865.193850780377,0.1815079199804027
156,82115.0,90932.0,80937.0,110840.0,75071.0,128801.0,122848.0,79913.0,74959.0,98002.0,89531.0,82318.0,95247.0,75067.0,77524.0,73412.0,76629.0,77458.0,98571.0,88660.0,72309.0,78528.0,99310.0,112182.0,102871.0,75117.0,74775.0,74856.0,83341.0,82207.0,77000.0,79370.0,75141.0,75582.0,110250.0,89094.0,128801.0,87243.55555555556,14677.545229674333,0.16823644034461507
157,79784.0,90071.0,95257.0,100421.0,75570.0,118496.0,116498.0,79715.0,74003.0,93730.0,89202.0,82163.0,90462.0,79494.0,80968.0,75029.0,72943.0,83300.0,95261.0,87799.0,78207.0,87546.0,102507.0,108132.0,92273.0,72836.0,72769.0,73412.0,82830.0,86653.0,74913.0,78181.0,73319.0,81257.0,105700.0,95303.0,118496.0,86833.44444444444,12231.199960311982,0.14085816863037648
158,77099.0,88793.0,107458.0,95790.0,82794.0,111276.0,103183.0,77173.0,71725.0,90437.0,86442.0,79380.0,86120.0,76999.0,77837.0,73466.0,74804.0,86620.0,91475.0,91321.0,75676.0,97934.0,102727.0,103569.0,80182.0,74954.0,73208.0,72301.0,86550.0,91137.0,78853.0,78536.0,72319.0,79392.0,99536.0,101220.0,111276.0,86063.5,11236.833494015216,0.13056444943576798
159,82545.0,88866.0,109805.0,93293.0,93388.0,108835.0,95398.0,76080.0,69639.0,89930.0,86840.0,76846.0,82418.0,75539.0,78258.0,75203.0,73408.0,89919.0,90273.0,86138.0,73722.0,100051.0,102495.0,101643.0,73560.0,73355.0,72810.0,73372.0,89805.0,90597.0,71082.0,74117.0,73690.0,81356.0,99805.0,100077.0,109805.0,85393.27777777778,11453.262101085997,0.134123696842874
160,85743.0,90507.0,115433.0,90609.0,102318.0,102222.0,89566.0,75008.0,70404.0,87245.0,83950.0,76366.0,80057.0,77519.0,72155.0,77021.0,71943.0,90963.0,91469.0,73673.0,74032.0,101873.0,98540.0,94543.0,71524.0,75893.0,71971.0,74464.0,86698.0,88143.0,72801.0,72695.0,75556.0,82072.0,104101.0,102071.0,115433.0,84754.11111111111,11754.70068331478,0.1386918053792645
161,81309.0,72536.0,114861.0,99196.0,112766.0,96204.0,81585.0,74248.0,73836.0,86193.0,83007.0,75478.0,78911.0,79418.0,75595.0,80500.0,74729.0,89777.0,92359.0,71312.0,81817.0,102370.0,94069.0,84922.0,71824.0,80776.0,71823.0,73906.0,83897.0,90445.0,76011.0,74465.0,76022.0,74627.0,103129.0,102844.0,114861.0,84354.63888888889,11759.851430828296,0.13940965886082754
162,78591.0,78285.0,119595.0,104483.0,111521.0,91478.0,84997.0,82550.0,79022.0,85266.0,85724.0,85702.0,83195.0,79165.0,77960.0,84298.0,78128.0,87743.0,80268.0,82546.0,89954.0,99653.0,88778.0,81877.0,77684.0,81150.0,78071.0,77296.0,87740.0,95556.0,79357.0,80108.0,85334.0,81514.0,100644.0,108285.0,119595.0,87042.16666666667,10386.954966313382,0.11933244959412448
163,80024.0,85281.0,111195.0,76600.0,112880.0,87107.0,79670.0,78966.0,73770.0,83857.0,80637.0,79686.0,78356.0,79279.0,72684.0,84617.0,78076.0,86006.0,76599.0,80508.0,95874.0,96606.0,81452.0,79343.0,78111.0,86019.0,73353.0,76207.0,96058.0,91838.0,86243.0,76998.0,85086.0,77853.0,101238.0,102983.0,112880.0,84751.66666666667,10001.078669601373,0.11800450732061953
164,74786.0,98635.0,99300.0,77453.0,111894.0,87243.0,79371.0,75980.0,77216.0,85490.0,80253.0,79059.0,78686.0,82666.0,72958.0,85546.0,82345.0,84772.0,76166.0,88048.0,99342.0,90843.0,77852.0,75545.0,77417.0,88973.0,74590.0,75800.0,88164.0,87089.0,81982.0,88851.0,90871.0,78838.0,100906.0,96016.0,111894.0,84748.5,9015.744255036421,0.10638234605965205
165,75904.0,107915.0,91012.0,81953.0,109750.0,86601.0,79833.0,77846.0,77596.0,85604.0,80094.0,81219.0,78882.0,83491.0,75215.0,86728.0,80064.0,82645.0,78960.0,97372.0,100725.0,84916.0,74668.0,75876.0,79835.0,89289.0,79256.0,76937.0,85791.0,84248.0,79733.0,99931.0,94637.0,74136.0,99902.0,91188.0,109750.0,85270.88888888889,9277.445049921933,0.10879967560805875
166,75072.0,115223.0,84770.0,90704.0,106528.0,86447.0,77756.0,76475.0,80447.0,84945.0,80146.0,85267.0,77649.0,92376.0,76637.0,88789.0,77252.0,82109.0,82357.0,102639.0,101711.0,83530.0,74626.0,77065.0,81187.0,92392.0,77567.0,75169.0,89950.0,86194.0,83753.0,105290.0,97170.0,77616.0,78814.0,85427.0,115223.0,85862.47222222222,9979.76769237004,0.11622968025590065
167,76588.0,119944.0,84507.0,105043.0,97867.0,83433.0,76201.0,76444.0,77074.0,83657.0,79821.0,80951.0,77621.0,92425.0,75989.0,91114.0,73363.0,83279.0,94719.0,102856.0,102512.0,77168.0,83984.0,79343.0,83447.0,93801.0,76643.0,79977.0,90362.0,87560.0,84821.0,108863.0,98882.0,72075.0,78173.0,81889.0,119944.0,86455.44444444444,11081.373507037344,0.12817438598859027
168,80992.0,117525.0,80479.0,117208.0,91338.0,83030.0,77816.0,77801.0,79979.0,83659.0,80495.0,84775.0,80596.0,91947.0,80771.0,93986.0,76252.0,79508.0,103736.0,102119.0,100591.0,74740.0,90365.0,76581.0,79690.0,103070.0,76746.0,77954.0,89419.0,88082.0,85283.0,106636.0,99420.0,71685.0,80923.0,80712.0,117525.0,87386.36111111111,11638.781227127352,0.13318761737119056
169,82107.0,115835.0,82582.0,116546.0,86787.0,83334.0,80080.0,79927.0,84522.0,84683.0,82031.0,87450.0,80079.0,90987.0,82661.0,94677.0,77219.0,82026.0,109264.0,100906.0,95689.0,73034.0,101487.0,76685.0,75656.0,94878.0,78224.0,82032.0,87034.0,86273.0,85663.0,105758.0,98689.0,77519.0,81773.0,82337.0,116546.0,87956.5,10958.019639363067,0.12458453484805633
170,96329.0,104427.0,79076.0,117137.0,88703.0,86201.0,78784.0,83668.0,90674.0,86052.0,82041.0,90224.0,81468.0,88976.0,83747.0,91735.0,80289.0,79943.0,110028.0,98296.0,87771.0,93923.0,91393.0,81636.0,81114.0,87236.0,78927.0,86387.0,84360.0,83038.0,80394.0,105657.0,95410.0,74712.0,85706.0,79003.0,117137.0,88179.58333333333,9371.964638617668,0.1062827049566576
171,112738.0,96122.0,85571.0,110759.0,86749.0,89826.0,84749.0,84975.0,106123.0,88863.0,88580.0,93486.0,86323.0,80104.0,88799.0,93649.0,85208.0,80268.0,109325.0,94583.0,86228.0,99511.0,94254.0,85958.0,83265.0,92373.0,82246.0,98585.0,84103.0,89699.0,85440.0,100226.0,91664.0,79010.0,87406.0,86181.0,112738.0,90915.25,8467.424150416438,0.09313535573422983
172,123138.0,87158.0,79043.0,107247.0,84218.0,86099.0,76865.0,78749.0,115469.0,83698.0,85534.0,96732.0,81704.0,79732.0,87856.0,85725.0,78774.0,83225.0,107952.0,85659.0,80689.0,98344.0,98246.0,80159.0,79699.0,94041.0,79719.0,110404.0,77828.0,94148.0,79531.0,111560.0,89002.0,80075.0,83406.0,80031.0,123138.0,89207.19444444444,12088.166819064201,0.13550663592040604
173,128877.0,82219.0,79657.0,95517.0,82868.0,83626.0,76059.0,86468.0,121534.0,82258.0,83630.0,101798.0,80832.0,76416.0,92753.0,82956.0,85304.0,73247.0,102716.0,86507.0,73101.0,103876.0,102640.0,75615.0,85053.0,90018.0,77545.0,117494.0,79798.0,82483.0,85756.0,116214.0,81450.0,79053.0,77070.0,85543.0,128877.0,88831.97222222222,13965.405960376422,0.15721148153100256
174,122964.0,83481.0,79107.0,87004.0,82975.0,85309.0,75351.0,81857.0,117643.0,81697.0,83984.0,108821.0,80338.0,77352.0,94712.0,83552.0,79834.0,84168.0,93738.0,77018.0,71241.0,100618.0,104257.0,76047.0,81924.0,92985.0,77474.0,119832.0,87199.0,77354.0,84351.0,110646.0,81069.0,84492.0,81771.0,81013.0,122964.0,88143.83333333333,13137.667686846095,0.1490480637160788
175,112050.0,81037.0,79492.0,82313.0,81797.0,82157.0,78099.0,84658.0,109716.0,83681.0,84288.0,115518.0,79470.0,76808.0,97593.0,79977.0,81817.0,97336.0,81575.0,71523.0,70750.0,96583.0,98328.0,78271.0,77379.0,85795.0,77635.0,112647.0,95938.0,81200.0,87829.0,101384.0,84320.0,81759.0,84116.0,82697.0,115518.0,87153.77777777778,11463.379589688371,0.13153049565926297
176,101344.0,77422.0,76432.0,80440.0,78389.0,78803.0,75366.0,96416.0,98690.0,81471.0,88924.0,116189.0,75934.0,76480.0,99173.0,76528.0,82489.0,88054.0,77016.0,85004.0,79347.0,98539.0,88673.0,76754.0,79690.0,87520.0,78601.0,110522.0,99328.0,85736.0,89267.0,99514.0,77348.0,84549.0,77441.0,82389.0,116189.0,86271.72222222222,10463.739833908734,0.12128817606023683
177,94737.0,72142.0,72899.0,75590.0,75308.0,74610.0,72342.0,104239.0,86909.0,81937.0,91286.0,116919.0,71961.0,82076.0,99922.0,72660.0,82717.0,92277.0,75719.0,87110.0,81910.0,100196.0,91775.0,78351.0,81909.0,85784.0,78656.0,106737.0,103382.0,93599.0,81447.0,95989.0,73105.0,88916.0,72946.0,87628.0,116919.0,85713.61111111111,11414.423502933514,0.13316932229277942
178,89506.0,71645.0,72871.0,72685.0,73482.0,74386.0,71060.0,108509.0,78499.0,81967.0,90920.0,114118.0,71127.0,79769.0,97722.0,71039.0,79329.0,90547.0,77865.0,94003.0,78911.0,99018.0,94909.0,73792.0,70610.0,86904.0,75702.0,109249.0,106909.0,98903.0,84150.0,97330.0,76164.0,91235.0,71206.0,88484.0,114118.0,85125.69444444444,12564.26299695433,0.1475965991109082
179,84457.0,71084.0,70241.0,71694.0,72319.0,71884.0,71861.0,114855.0,72063.0,80677.0,94765.0,106234.0,70229.0,74189.0,95523.0,73376.0,77508.0,74880.0,81089.0,90363.0,85112.0,98838.0,96888.0,74052.0,75390.0,89573.0,69540.0,102154.0,109624.0,102203.0,85265.0,96178.0,83643.0,93155.0,70842.0,90481.0,114855.0,84506.36111111111,12821.436371155876,0.15172155329582734
180,85973.0,74864.0,75119.0,76707.0,74752.0,76370.0,80557.0,113829.0,78677.0,85975.0,100038.0,103050.0,76339.0,75002.0,92636.0,75798.0,76955.0,74608.0,86264.0,92193.0,86939.0,97718.0,91377.0,80478.0,84731.0,83858.0,76694.0,94970.0,106281.0,104514.0,82699.0,96542.0,85299.0,94772.0,75700.0,93911.0,113829.0,86449.69444444444,10530.01863673418,0.12180515737393535
181,81704.0,70761.0,71021.0,82681.0,71065.0,73544.0,83422.0,107320.0,71494.0,83163.0,107342.0,93495.0,71045.0,70533.0,90385.0,83930.0,72508.0,73004.0,84446.0,90848.0,84746.0,93117.0,93239.0,72408.0,89663.0,77851.0,70388.0,90996.0,103056.0,104560.0,80097.0,92830.0,80556.0,93392.0,77521.0,89290.0,107342.0,84095.02777777778,10941.704027572952,0.13011118869579957
182,79839.0,72795.0,72638.0,78239.0,73334.0,75967.0,88044.0,102931.0,77140.0,86315.0,108684.0,87910.0,72753.0,72660.0,84295.0,81599.0,72670.0,77995.0,83316.0,89188.0,84063.0,93302.0,89276.0,74788.0,91575.0,74312.0,72772.0,90431.0,101839.0,100029.0,80225.0,90998.0,80863.0,92399.0,80243.0,89523.0,108684.0,84026.38888888889,9529.47426344467,0.11341049388717438
183,78982.0,77404.0,73457.0,75331.0,74035.0,76606.0,95798.0,92299.0,77592.0,85214.0,112372.0,82895.0,73281.0,74790.0,81936.0,77835.0,74577.0,81981.0,84483.0,85334.0,83226.0,96962.0,81347.0,77312.0,96505.0,82476.0,73355.0,87280.0,94824.0,99201.0,85011.0,90543.0,82734.0,93074.0,78569.0,90042.0,112372.0,84129.52777777778,8893.167191370734,0.1057080364799076
184,79351.0,73635.0,77906.0,78688.0,74030.0,78305.0,101656.0,84833.0,79353.0,85823.0,114116.0,77965.0,77884.0,76359.0,76545.0,79412.0,74696.0,85323.0,88121.0,88648.0,82067.0,98944.0,80987.0,72691.0,100703.0,89288.0,78460.0,84434.0,91463.0,98305.0,82035.0,91188.0,75502.0,89847.0,77919.0,91265.0,114116.0,84381.86111111111,9301.92464001336,0.11023606871819179
185,78191.0,72889.0,78352.0,76021.0,73764.0,76727.0,109704.0,77054.0,77606.0,90556.0,111812.0,77200.0,77104.0,78833.0,78182.0,81902.0,72677.0,89381.0,84782.0,91185.0,81910.0,97084.0,80517.0,75528.0,104718.0,93455.0,81235.0,86177.0,88957.0,90062.0,81004.0,98353.0,79718.0,90129.0,76325.0,89895.0,111812.0,84694.13888888889,9921.766084256868,0.11714820192307916
186,76139.0,71656.0,78320.0,77398.0,73442.0,79216.0,113869.0,74322.0,75576.0,96019.0,104463.0,75914.0,76298.0,83055.0,73256.0,83788.0,76710.0,93188.0,95209.0,88305.0,80976.0,98483.0,82997.0,77821.0,107190.0,99514.0,89495.0,83054.0,86426.0,85350.0,82971.0,94313.0,82926.0,89159.0,74890.0,88961.0,113869.0,85296.36111111111,10307.496094139928,0.12084332742768349
187,73338.0,75286.0,83930.0,80412.0,73044.0,80880.0,110464.0,72716.0,75857.0,104368.0,100369.0,73945.0,74549.0,82706.0,75323.0,85571.0,78729.0,96220.0,95865.0,92516.0,86894.0,91996.0,89789.0,74256.0,107894.0,104969.0,95778.0,83870.0,84387.0,81495.0,75059.0,99064.0,81517.0,87735.0,72378.0,87767.0,110464.0,85859.33333333333,10900.62303520104,0.12695909241318407
188,71566.0,74486.0,94201.0,83323.0,71570.0,82459.0,110245.0,73639.0,81371.0,110479.0,92351.0,74883.0,76573.0,84962.0,75108.0,93066.0,80206.0,98246.0,96721.0,95524.0,87114.0,77528.0,91422.0,78780.0,104702.0,108636.0,102437.0,83436.0,82088.0,77236.0,75274.0,99078.0,85399.0,84531.0,74110.0,87791.0,110479.0,86681.69444444444,11317.369948248783,0.13056239867925343
189,80993.0,79956.0,106487.0,89472.0,81229.0,86042.0,99769.0,77371.0,79384.0,119955.0,85487.0,79951.0,81637.0,86830.0,79651.0,80191.0,80253.0,100977.0,99515.0,94614.0,89689.0,83159.0,93218.0,80287.0,98811.0,112612.0,108576.0,86049.0,82824.0,80996.0,80614.0,107740.0,89413.0,86416.0,81116.0,83585.0,119955.0,89301.91666666667,10923.869894193987,0.122325144878682
190,78996.0,77940.0,119038.0,80232.0,76912.0,84251.0,89451.0,77354.0,83469.0,124739.0,80416.0,77213.0,81721.0,82298.0,76492.0,97783.0,77021.0,93815.0,103593.0,100374.0,82869.0,91107.0,78008.0,75792.0,90880.0,110580.0,115607.0,83590.0,78814.0,78741.0,80885.0,111981.0,84684.0,80667.0,77897.0,81559.0,124739.0,87965.80555555556,13376.9859726394,0.15207029468048297
