Interval,Processor0,Processor1,Processor2,Processor3,Processor4,Processor5,Processor6,Processor7,Processor8,Processor9,Processor10,Processor11,Processor12,Processor13,Processor14,Processor15,Processor16,Processor17,Processor18,Processor19,Processor20,Processor21,Processor22,Processor23,Processor24,Processor25,Processor26,Processor27,Processor28,Processor29,Processor30,Processor31,Processor32,Processor33,Processor34,Processor35,Processor36,Processor37,Processor38,Processor39,Processor40,Processor41,Processor42,Processor43,Processor44,Processor45,Processor46,Processor47,Processor48,Processor49,Processor50,Processor51,Processor52,Processor53,Processor54,Processor55,Processor56,Processor57,Processor58,Processor59,Processor60,Processor61,Processor62,Processor63,Processor64,Processor65,Processor66,Processor67,Processor68,Processor69,Processor70,Processor71,Processor72,Processor73,Processor74,Processor75,Processor76,Processor77,Processor78,Processor79,Processor80,Processor81,Processor82,Processor83,Processor84,Processor85,Processor86,Processor87,Processor88,Processor89,Processor90,Processor91,Processor92,Processor93,Processor94,Processor95,Processor96,Processor97,Processor98,Processor99,Processor100,Processor101,Processor102,Processor103,Processor104,Processor105,Processor106,Processor107,Processor108,Processor109,Processor110,Processor111,Processor112,Processor113,Processor114,Processor115,Processor116,Processor117,Processor118,Processor119,Processor120,Processor121,Processor122,Processor123,Processor124,Processor125,Processor126,Processor127,Processor128,Processor129,Processor130,Processor131,Processor132,Processor133,Processor134,Processor135,Processor136,Processor137,Processor138,Processor139,Processor140,Processor141,Processor142,Processor143,Total,Max
42,18,10,14,0,0,0,0,14,10,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,58,0,14,0,0,0,0,58,0,0,0,0,50,56,0,26,0,0,0,0,0,0,0,26,0,0,0,0,20,0,0,0,0,0,0,0,50,0,0,0,56,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,54,0,0,0,54,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,8,4,38,0,0,0,60,0,0,60,40,0,8,0,0,38,0,4,0,0,0,1048,60
43,0,10,18,50,2,18,34,0,0,2,0,34,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,60,6,50,60,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,50,0,0,0,0,0,0,46,0,0,0,0,0,54,0,0,48,0,0,0,0,0,0,0,68,58,0,0,0,0,0,0,0,24,0,0,0,24,42,0,48,68,0,0,42,54,58,0,0,0,0,0,0,0,28,10,10,0,6,0,18,34,0,0,6,0,0,0,0,0,0,0,0,28,0,4,0,0,34,0,4,18,0,0,1340,68
44,0,0,0,56,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,56,0,14,0,0,0,0,0,0,14,0,0,0,0,44,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,28,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,52,0,0,0,54,0,0,0,0,0,4,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,584,56
45,32,0,38,0,12,0,0,48,0,0,2,0,0,0,0,0,0,38,0,26,48,0,12,0,0,2,26,0,0,32,0,58,58,0,0,0,0,22,14,0,0,0,14,0,44,0,0,0,0,0,0,0,0,16,0,0,0,0,44,0,0,0,22,0,0,0,0,0,16,0,0,0,0,36,0,60,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,22,0,0,0,0,58,0,36,0,22,0,0,60,0,0,0,0,0,0,0,0,0,38,0,0,0,0,2,0,0,0,20,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1096,60
46,0,0,0,0,0,0,0,58,0,0,0,0,2,0,0,0,0,0,0,34,0,0,0,0,2,0,0,34,0,0,0,58,0,0,0,0,0,0,12,0,0,38,0,8,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,8,0,0,38,0,0,0,0,0,32,12,0,0,0,38,0,0,0,0,54,0,68,0,0,16,0,0,44,0,0,54,0,0,0,38,0,0,54,68,0,16,0,54,0,0,0,44,0,0,0,0,0,0,0,36,0,12,0,16,8,0,0,0,16,0,0,0,0,36,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,1060,68
47,0,0,50,0,0,0,0,0,0,0,16,60,4,0,40,0,0,0,4,0,0,50,20,0,16,0,20,40,0,0,0,60,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,40,0,2,0,0,0,0,40,2,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,58,0,0,64,0,48,64,44,0,0,0,0,0,0,0,36,0,0,64,64,0,0,0,58,0,0,0,48,0,0,36,0,0,44,0,0,0,8,0,32,0,0,0,14,0,0,0,0,0,14,0,0,0,32,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1308,64
48,0,0,0,0,0,20,0,56,0,6,24,0,6,10,0,60,0,0,10,0,0,0,20,0,0,0,24,0,0,0,60,56,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,46,0,0,2,0,0,0,0,0,36,0,0,0,0,0,0,0,46,2,0,0,0,0,0,0,58,0,0,0,64,0,0,70,0,0,0,0,62,0,30,70,0,0,0,58,0,0,0,0,0,64,0,0,0,0,62,0,0,30,0,52,0,20,0,0,26,26,0,0,0,0,0,14,52,0,20,40,40,52,0,52,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1496,70
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,70,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,70,0,0,0,46,2,0,0,2,0,0,0,0,0,68,44,0,48,0,0,0,0,0,0,0,40,28,68,44,2,0,0,0,0,0,0,48,0,0,2,0,40,0,0,0,28,0,0,38,0,0,0,0,20,0,0,0,0,38,28,28,0,0,0,0,0,28,0,0,0,6,28,0,0,0,0,20,0,0,0,0,0,6,948,70
50,0,0,0,30,0,0,0,0,0,0,0,0,2,2,0,0,0,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,8,0,0,0,0,62,40,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,62,0,0,0,8,0,0,0,0,58,0,54,0,54,0,0,0,0,0,54,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,12,0,10,20,0,20,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,10,4,0,0,0,12,44,0,0,840,62
51,18,0,0,22,4,0,60,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18,0,0,60,6,0,0,0,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,42,38,0,0,0,0,0,0,0,0,0,0,16,16,2,30,0,0,0,0,0,0,42,0,0,56,28,0,0,0,8,0,0,0,8,30,56,0,0,0,0,42,0,0,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,44,0,0,6,0,0,0,0,0,26,44,0,0,0,0,0,896,60
52,22,0,0,0,2,28,0,0,0,20,0,0,0,0,0,0,22,0,38,56,0,0,40,0,28,0,20,0,0,40,56,0,2,0,38,0,14,2,0,0,36,0,12,0,0,0,0,0,0,0,0,2,0,42,0,0,12,0,36,0,42,0,0,0,0,0,14,12,0,0,0,12,0,0,0,0,0,0,48,0,0,0,0,0,0,0,18,20,48,0,0,0,18,0,0,0,0,0,0,0,32,20,32,0,0,0,0,0,0,0,0,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,28,0,0,0,0,0,0,0,28,0,0,0,56,0,6,1080,56
53,0,0,0,20,0,36,40,0,0,0,0,0,0,0,0,0,20,0,0,0,0,40,0,58,0,0,0,0,0,0,0,58,0,0,36,0,0,0,0,32,0,0,0,0,22,10,10,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,56,22,0,0,30,0,48,0,0,62,0,0,48,0,56,0,0,0,0,0,0,56,0,0,0,0,0,62,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,62,0,0,10,48,0,0,0,0,0,0,0,0,0,62,0,0,0,48,0,0,0,10,6,1192,62
54,32,64,0,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,12,0,0,0,0,0,64,0,0,0,0,4,8,0,0,0,22,8,4,0,0,0,18,32,4,0,4,0,0,0,0,0,0,22,0,0,0,0,0,0,32,18,0,0,20,0,20,0,0,0,0,0,62,0,0,62,0,40,0,0,0,40,10,0,0,0,0,0,0,0,0,22,0,0,0,0,10,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,20,0,0,18,0,0,0,0,22,0,0,0,0,20,0,0,0,0,22,0,0,0,0,2,0,880,64
55,40,0,0,0,0,56,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,40,0,32,0,0,0,0,0,0,56,60,0,0,32,0,6,6,0,30,0,0,10,0,0,2,10,0,24,0,0,0,68,34,24,0,30,0,0,0,24,0,0,0,0,68,24,34,0,0,2,0,30,0,54,62,0,0,0,46,0,0,0,0,0,62,0,0,0,46,54,0,0,0,0,0,26,0,0,30,0,0,0,0,26,10,0,10,0,8,0,0,0,6,12,0,0,0,8,0,0,12,0,0,0,12,0,12,0,0,0,2,6,0,0,0,0,0,0,0,0,0,2,0,1308,68
56,0,0,0,0,0,0,0,0,0,0,0,0,22,0,50,0,0,0,0,0,50,22,60,22,0,0,0,0,22,0,0,60,0,0,0,0,0,4,0,28,0,0,12,0,4,0,0,0,0,0,0,0,0,0,28,66,0,0,0,0,0,66,0,6,0,0,0,0,0,12,6,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,6,0,6,6,16,0,26,0,2,0,0,26,0,0,0,20,0,0,0,22,0,2,0,20,0,0,0,16,0,0,0,0,0,0,816,66
57,0,0,0,14,0,52,0,0,20,0,16,16,0,0,36,0,14,36,0,0,52,0,0,0,0,0,20,36,0,0,0,0,16,0,36,16,0,0,0,0,26,0,0,10,2,0,10,0,8,12,0,12,0,0,0,66,0,26,0,0,0,0,0,2,0,66,0,0,0,0,8,0,22,0,56,0,0,0,32,0,56,0,32,0,34,0,0,0,0,0,0,0,34,0,0,0,0,22,0,0,0,0,22,0,0,0,22,0,0,0,6,0,0,0,0,0,46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1064,66
58,0,0,0,0,38,42,0,0,32,58,8,0,0,0,0,0,8,0,0,0,42,0,60,0,32,0,0,38,0,0,58,60,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,54,0,0,0,0,0,0,0,0,0,0,40,54,0,0,0,0,0,0,0,14,0,0,10,0,0,40,0,0,0,0,0,0,14,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,54,0,0,0,0,0,10,0,0,0,0,0,0,0,54,10,0,0,872,60
59,0,16,2,0,0,0,36,0,0,0,4,0,0,62,0,36,8,0,20,2,0,0,0,4,0,8,0,0,20,0,0,62,16,0,0,0,0,0,0,0,24,0,0,8,0,8,10,0,0,24,0,44,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,58,50,0,0,50,0,0,0,58,0,0,0,0,48,0,0,0,0,0,0,0,0,32,0,32,0,0,48,2,20,0,0,2,0,20,24,8,8,0,0,18,24,0,32,0,12,0,44,54,18,0,32,0,0,22,0,44,0,0,22,0,0,0,0,0,54,0,0,0,12,0,1316,62
60,62,0,0,0,0,16,0,34,46,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,16,0,46,0,0,0,0,0,0,28,0,8,0,8,0,24,0,0,0,60,0,0,0,0,58,24,0,0,0,0,58,0,28,60,0,0,0,0,0,0,0,0,56,0,56,0,28,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,2,0,0,0,2,18,18,0,0,0,0,0,0,28,0,0,0,18,0,40,0,0,0,28,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1064,62
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,30,0,0,0,0,0,30,0,60,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,18,18,68,38,0,0,0,0,0,36,0,36,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,26,6,26,0,0,0,0,0,0,14,4,24,48,0,4,0,0,6,0,0,0,0,14,24,0,0,0,8,0,0,0,0,0,40,28,0,0,0,14,0,0,0,0,40,8,36,0,0,36,50,0,28,0,0,0,0,50,14,0,0,1096,68
62,0,0,0,0,0,0,46,0,64,0,0,0,0,22,0,0,46,0,24,0,0,0,24,0,22,0,0,0,0,0,0,64,0,0,0,0,4,8,0,36,0,0,8,0,12,10,0,0,0,0,0,0,32,10,36,0,60,0,0,12,0,0,0,32,0,0,0,0,4,0,0,60,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,44,0,60,0,0,0,0,0,36,50,44,0,36,0,0,0,60,0,0,50,0,0,0,0,0,0,0,1100,64
63,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,0,16,28,0,58,28,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,16,10,58,0,0,0,56,0,0,0,0,0,0,0,56,0,0,2,0,0,0,2,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,42,0,0,0,0,0,22,0,42,0,0,0,0,0,0,0,70,0,0,22,0,0,0,808,70
64,18,0,0,0,0,16,42,0,42,0,0,10,0,10,0,26,68,16,0,26,52,0,0,0,0,0,18,0,0,0,0,68,0,0,52,0,0,0,0,16,0,0,0,0,0,0,0,0,18,0,54,0,0,0,0,0,44,16,44,0,0,0,0,0,0,0,0,0,18,0,0,54,54,0,0,0,46,0,0,0,0,0,0,0,54,46,0,0,0,0,0,18,0,24,12,0,0,0,0,0,0,0,0,18,24,0,12,0,36,0,0,0,0,40,0,0,0,0,0,70,0,0,0,0,0,0,40,0,0,0,0,0,0,70,0,0,0,0,0,0,0,36,0,0,1328,70
65,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,28,0,0,0,28,62,0,14,0,20,14,0,0,0,0,62,0,0,0,46,20,0,0,0,0,24,0,0,0,0,24,0,66,0,0,58,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,58,54,0,0,0,0,48,56,0,0,0,0,0,56,48,0,0,0,0,0,0,0,0,12,0,0,0,0,0,54,0,12,0,0,0,12,12,36,0,0,0,0,0,0,66,0,0,74,0,0,0,0,0,0,0,0,36,32,0,0,0,0,0,74,0,0,0,66,0,0,32,0,0,1416,74
66,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,12,0,0,0,0,12,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,26,58,0,0,0,0,0,0,44,0,12,12,0,0,0,0,0,26,0,34,0,0,0,58,0,0,0,44,0,0,34,0,0,0,0,0,0,0,0,0,50,56,0,0,0,0,56,0,0,0,0,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,44,30,0,0,72,0,0,68,0,30,0,0,0,0,0,0,0,0,0,0,0,0,72,0,30,0,68,0,44,0,0,30,0,1120,72
67,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,0,0,20,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,56,0,0,0,0,52,0,0,2,0,0,0,0,0,0,0,4,0,56,0,0,0,52,0,0,0,0,0,0,2,0,4,0,0,0,38,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,14,38,0,0,0,0,0,0,74,0,0,0,0,0,0,0,14,0,736,74
68,0,0,0,10,0,0,0,0,10,0,0,12,0,30,0,30,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,38,0,0,0,38,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,46,0,0,0,0,74,0,0,0,0,6,0,0,0,58,0,8,0,0,0,0,0,0,0,0,74,0,6,58,0,0,8,46,0,0,764,74
69,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,62,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,62,0,0,24,0,62,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,46,14,14,0,0,0,0,46,0,0,0,68,0,0,0,0,70,0,0,0,0,0,0,70,0,0,30,0,0,0,70,0,0,0,0,0,0,68,70,30,0,0,0,0,1008,70
70,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,32,10,0,0,0,0,0,10,0,32,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,24,0,0,0,0,40,44,24,0,0,0,0,44,0,0,0,58,0,0,58,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,4,0,0,0,12,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,62,0,0,72,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0,0,0,0,0,72,66,0,0,0,62,0,0,38,0,0,1076,72
71,0,0,0,12,0,0,0,0,0,0,0,12,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,26,0,0,0,0,0,54,0,0,54,0,0,0,0,0,0,0,26,0,0,0,56,0,54,0,0,54,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,28,4,62,0,0,0,0,0,4,22,0,0,0,0,0,0,22,12,0,0,0,0,0,28,0,62,54,0,72,0,0,62,0,0,0,0,2,0,0,0,0,0,46,0,0,0,0,46,72,0,0,0,0,0,0,0,62,54,0,0,0,2,1156,72
72,0,0,0,0,0,0,54,0,0,0,0,0,0,0,18,0,0,0,0,18,0,52,0,0,0,0,0,54,0,0,0,0,0,0,52,0,0,0,0,0,0,38,0,0,0,0,0,0,10,0,0,0,0,0,0,16,0,0,0,16,10,30,0,0,0,0,0,0,0,30,0,38,18,0,0,14,0,14,0,0,0,0,0,0,0,0,0,14,0,0,6,0,0,0,14,0,0,0,18,0,0,6,0,0,0,0,0,0,0,0,62,0,72,0,0,0,0,14,14,0,0,2,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,62,0,0,0,0,0,2,840,72
73,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,50,0,40,0,0,0,24,28,0,28,24,0,0,0,44,0,0,58,0,24,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,44,0,58,0,72,0,0,0,0,4,4,10,0,0,0,0,0,0,46,0,0,0,68,28,0,68,6,0,0,0,0,6,72,0,46,10,28,0,0,1032,72
74,0,14,0,0,0,0,0,0,32,0,0,14,0,0,22,0,22,0,42,0,0,50,0,0,0,0,50,42,0,0,0,32,0,0,0,0,0,36,0,0,0,0,0,0,0,60,54,0,0,0,0,0,0,0,0,6,0,6,36,0,14,0,60,54,0,0,0,0,0,0,14,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,0,0,0,12,0,26,0,0,20,0,64,0,0,70,0,0,70,0,12,0,0,0,0,0,64,0,0,0,20,6,1160,70
75,0,10,0,0,34,28,0,30,0,0,0,0,22,0,22,0,0,0,0,0,0,0,10,0,0,0,0,34,0,0,0,28,0,30,0,0,0,50,62,0,0,0,0,58,0,54,0,0,0,48,0,0,0,0,0,0,0,0,0,58,0,54,0,0,0,0,48,50,0,0,0,62,14,0,0,0,0,0,0,14,0,0,0,0,0,44,0,0,0,0,0,24,0,0,0,0,0,24,0,0,0,0,44,0,0,0,0,0,70,0,18,0,0,0,0,0,0,0,0,0,0,20,20,0,64,0,0,0,0,0,70,0,0,0,0,18,0,0,64,0,0,0,0,0,1300,70
76,0,6,0,0,44,0,0,0,0,0,0,0,0,0,22,26,26,22,0,22,0,0,0,0,0,6,0,0,0,22,0,22,22,0,0,44,0,0,60,0,0,0,0,0,40,0,0,0,46,0,0,34,0,0,0,0,0,0,46,60,32,0,0,0,34,32,0,60,0,60,0,40,12,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,2,0,0,0,0,0,0,2,0,54,12,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,56,0,0,0,0,0,0,0,0,70,0,0,6,0,56,0,0,0,0,6,1284,70
77,0,0,0,0,0,22,0,0,0,0,26,16,0,0,22,26,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,16,0,0,40,0,0,0,0,0,56,0,0,0,48,0,0,54,46,0,0,44,0,12,12,0,0,56,0,46,0,0,0,48,0,0,54,0,0,0,44,0,2,0,0,48,0,0,0,58,0,0,0,0,0,0,0,52,0,2,0,0,8,8,0,0,0,0,58,0,48,0,52,0,0,0,0,62,0,0,26,18,0,0,8,0,0,18,0,0,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,10,8,1312,62
78,0,0,14,14,0,0,0,0,0,0,0,18,0,0,0,26,0,0,0,26,0,0,0,18,14,0,0,14,0,0,0,0,0,0,0,0,0,58,0,0,58,0,0,0,0,0,48,0,0,0,0,0,0,22,6,0,32,6,0,0,32,58,0,0,0,0,48,58,22,0,0,0,2,0,0,0,0,0,0,0,58,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,58,0,0,0,0,0,8,0,0,0,0,0,0,24,0,0,8,20,0,0,20,16,24,0,0,0,0,2,0,0,0,0,0,0,2,8,0,0,0,0,0,16,0,868,58
79,0,12,16,12,38,22,0,0,0,0,0,16,0,28,22,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,28,0,0,60,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,46,0,26,0,0,0,46,58,0,0,0,0,0,42,0,56,0,0,0,56,0,0,0,0,0,0,58,0,42,56,0,46,0,56,0,0,0,0,0,0,0,6,0,12,0,0,12,38,0,0,0,0,0,0,20,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,1164,60
80,0,0,20,0,34,0,0,0,0,20,0,14,32,0,20,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,20,0,0,0,34,32,58,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,58,0,0,0,0,0,0,48,0,0,0,0,0,0,38,0,0,0,0,0,0,0,14,0,52,28,0,0,0,0,0,0,28,0,0,0,52,0,0,0,0,38,14,0,0,26,26,34,0,0,30,10,0,0,10,0,0,0,34,62,0,18,0,0,30,10,30,0,0,30,0,0,0,0,0,10,0,62,0,0,0,18,0,1188,62
81,0,8,0,0,0,0,0,0,32,24,0,0,0,0,0,24,0,0,50,0,0,0,0,0,8,0,0,0,32,50,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,46,0,0,0,0,0,0,2,0,0,0,0,0,0,48,2,0,0,0,0,46,0,0,0,0,0,0,50,0,52,0,0,0,0,0,0,0,0,0,0,0,2,0,52,28,0,0,0,0,0,0,0,0,50,28,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,52
82,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,22,0,0,0,0,0,0,0,22,62,0,0,0,0,0,0,0,50,0,0,0,0,0,12,0,0,0,12,50,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,54,0,40,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,40,0,0,0,0,16,0,0,0,0,0,18,0,4,0,0,0,0,30,14,18,14,0,16,0,0,0,0,30,0,0,0,14,0,0,4,0,0,14,0,780,62
83,0,0,0,0,0,0,0,38,0,20,0,0,0,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,18,0,0,0,0,0,0,0,52,0,0,0,0,32,0,0,0,0,0,0,0,0,0,52,0,0,32,0,0,18,0,0,0,0,0,0,32,16,0,0,0,2,34,0,0,0,0,0,34,0,0,16,16,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,16,0,0,2,632,52
84,0,14,30,0,0,0,58,0,0,20,0,46,0,34,20,0,0,0,0,0,46,0,0,0,0,48,0,0,0,30,0,48,58,34,0,14,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,50,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,30,0,0,0,0,0,38,0,0,10,0,0,0,0,38,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,58
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,54,0,52,0,0,0,0,54,0,12,52,0,0,0,12,0,0,0,8,52,0,0,30,40,0,0,0,0,0,0,14,0,0,40,52,0,30,0,0,0,54,0,0,0,0,0,14,0,8,0,54,0,0,18,0,54,0,0,22,0,0,0,0,0,8,0,0,0,0,0,0,54,0,0,0,0,0,8,20,18,0,16,16,22,20,0,0,0,28,0,0,0,0,0,0,0,4,0,0,28,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,58
86,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,54,0,54,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,64,0,0,0,0,0,0,64,0,0,30,0,54,44,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,30,44,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,740,64
