Interval,Processor0,Processor1,Processor2,Processor3,Processor4,Processor5,Processor6,Processor7,Processor8,Processor9,Processor10,Processor11,Processor12,Processor13,Processor14,Processor15,Processor16,Processor17,Processor18,Processor19,Processor20,Processor21,Processor22,Processor23,Processor24,Processor25,Processor26,Processor27,Processor28,Processor29,Processor30,Processor31,Processor32,Processor33,Processor34,Processor35,Processor36,Processor37,Processor38,Processor39,Processor40,Processor41,Processor42,Processor43,Processor44,Processor45,Processor46,Processor47,Processor48,Processor49,Processor50,Processor51,Processor52,Processor53,Processor54,Processor55,Processor56,Processor57,Processor58,Processor59,Processor60,Processor61,Processor62,Processor63,Processor64,Processor65,Processor66,Processor67,Processor68,Processor69,Processor70,Processor71,Processor72,Processor73,Processor74,Processor75,Processor76,Processor77,Processor78,Processor79,Processor80,Processor81,Processor82,Processor83,Processor84,Processor85,Processor86,Processor87,Processor88,Processor89,Processor90,Processor91,Processor92,Processor93,Processor94,Processor95,Processor96,Processor97,Processor98,Processor99,Processor100,Processor101,Processor102,Processor103,Processor104,Processor105,Processor106,Processor107,Processor108,Processor109,Processor110,Processor111,Processor112,Processor113,Processor114,Processor115,Processor116,Processor117,Processor118,Processor119,Processor120,Processor121,Processor122,Processor123,Processor124,Processor125,Processor126,Processor127,Processor128,Processor129,Processor130,Processor131,Processor132,Processor133,Processor134,Processor135,Processor136,Processor137,Processor138,Processor139,Processor140,Processor141,Processor142,Processor143,Total,Max
241,8,48,46,0,28,64,28,18,16,54,44,32,38,54,54,44,58,42,26,14,62,20,32,12,2,18,10,54,22,24,6,20,0,10,18,16,22,8,2,30,44,32,34,40,18,18,24,44,28,2,20,34,10,0,44,14,14,54,58,0,12,62,0,54,0,36,18,26,68,24,44,64,44,50,54,68,0,68,0,0,64,0,10,10,10,54,16,14,38,54,20,28,0,48,32,6,50,54,0,0,0,36,0,14,0,44,32,44,26,30,54,0,2,0,0,32,6,16,24,0,44,34,26,0,34,46,50,0,32,68,54,0,40,64,68,10,42,68,32,6,10,0,50,14,3988,68
242,12,64,38,0,14,60,10,24,38,50,38,30,54,56,52,38,66,36,20,0,54,10,0,12,2,0,18,60,0,26,0,40,2,0,0,36,20,6,8,38,0,32,36,42,16,18,26,44,0,2,12,36,12,0,36,28,10,54,54,42,0,0,38,50,38,34,12,24,0,0,0,54,0,0,68,54,0,0,0,6,54,10,18,8,18,0,20,16,42,44,20,38,0,60,32,12,0,50,38,6,56,52,36,6,2,0,0,40,24,30,38,50,6,12,0,36,42,42,34,50,44,38,28,0,14,42,0,50,36,68,60,0,38,66,54,6,0,64,0,8,8,24,44,12,3656,68
243,18,66,38,0,38,50,0,0,54,44,0,28,66,52,46,32,56,0,0,8,44,4,18,0,4,38,34,66,28,0,6,50,2,10,14,38,18,6,0,38,42,30,38,40,12,14,28,0,18,0,2,34,10,8,18,28,4,46,46,0,0,66,32,40,28,26,0,0,54,48,0,66,46,0,70,30,0,44,4,14,38,18,28,4,38,48,28,18,0,52,26,26,56,0,40,20,48,54,38,4,44,52,30,18,4,44,40,42,20,34,38,50,0,0,30,0,0,4,38,0,0,0,38,0,28,38,44,48,34,70,66,52,38,0,50,0,40,54,0,14,12,0,40,26,3764,70
244,36,58,0,0,58,42,0,20,68,34,0,32,60,50,48,32,50,0,0,14,46,0,26,0,4,30,40,70,0,0,14,60,6,12,4,50,20,4,22,48,46,34,0,52,18,22,36,48,20,8,4,42,12,0,26,0,14,58,48,52,0,58,46,30,14,0,4,50,50,56,0,68,58,0,48,4,68,22,6,18,0,24,22,4,42,52,22,14,60,50,20,36,0,60,34,12,56,54,30,6,38,48,0,8,2,48,52,34,0,0,50,36,38,14,40,0,0,0,32,50,48,32,42,6,30,0,0,0,22,70,0,54,34,68,58,0,50,46,24,4,2,50,34,12,3972,70
245,58,54,20,0,72,34,22,20,60,22,20,0,54,46,48,28,46,18,18,8,40,10,22,10,4,32,46,54,32,20,28,68,4,10,16,58,20,0,32,50,44,0,46,52,20,26,36,50,22,12,0,46,10,48,22,42,0,58,0,0,0,58,46,18,12,0,0,56,48,60,0,60,0,62,28,32,0,8,18,20,16,44,10,4,54,60,22,12,64,52,20,26,60,0,36,12,54,0,32,0,48,46,28,0,4,46,50,34,26,18,62,50,60,4,0,0,64,0,0,52,46,28,40,10,26,46,54,0,0,68,72,52,0,0,42,32,28,18,0,4,10,56,0,10,4076,72
246,74,52,0,16,64,0,0,0,54,18,16,30,54,40,44,26,40,12,18,4,32,14,22,0,8,38,54,38,28,20,38,56,8,0,30,66,18,0,40,60,44,38,0,52,20,28,38,52,24,0,0,48,14,38,0,0,0,0,54,50,0,64,0,6,6,0,16,66,44,0,2,72,72,0,0,44,0,30,24,18,38,0,14,2,54,60,18,6,60,50,16,38,56,50,20,12,54,58,40,8,52,24,26,6,0,30,0,40,30,22,52,38,0,24,0,30,58,0,50,6,44,32,44,18,0,52,0,20,38,0,74,0,40,0,48,0,0,6,14,4,0,60,0,8,3740,74
247,72,48,10,18,58,0,0,0,52,18,0,30,50,0,44,26,32,8,18,4,0,0,24,0,0,42,64,26,18,0,46,38,6,8,40,60,22,4,46,66,44,38,0,58,22,28,40,52,24,20,10,48,0,0,0,52,16,50,48,42,48,62,58,8,8,6,22,66,42,54,18,64,62,18,20,30,0,26,22,16,42,48,24,2,58,44,10,10,60,52,18,16,66,54,32,10,54,46,38,8,40,44,0,0,0,50,52,42,46,22,46,38,0,50,24,30,52,66,0,30,44,22,42,18,26,52,52,16,28,0,72,40,40,0,40,48,46,16,10,2,44,54,16,8,4300,72
248,62,42,0,0,56,0,0,10,50,16,12,0,46,32,0,22,26,2,16,10,0,10,22,6,0,46,64,0,0,0,56,22,6,0,44,44,22,12,50,58,44,40,50,66,24,30,42,56,26,24,0,52,12,42,6,52,0,56,50,34,0,56,60,18,16,2,30,62,38,50,0,64,0,12,24,56,4,34,26,16,44,50,22,6,58,52,12,10,66,54,12,38,62,56,22,0,52,0,30,0,50,50,22,2,10,46,28,40,62,2,44,0,60,0,0,26,0,0,0,56,0,32,46,24,22,0,0,10,30,0,0,0,42,0,44,54,0,28,4,18,0,0,10,10,3656,66
249,60,36,0,0,52,2,44,0,48,10,14,30,42,28,38,22,20,2,8,0,12,26,0,0,8,48,54,24,24,0,64,10,4,0,54,28,26,20,50,44,0,42,54,60,26,32,44,0,0,0,24,58,14,0,6,48,0,48,0,0,42,68,54,18,0,8,36,64,36,50,40,0,24,14,20,48,20,28,32,24,58,34,22,2,60,54,14,10,58,40,10,34,60,58,36,2,60,44,42,12,48,22,24,2,18,36,54,38,68,22,50,50,0,0,48,2,34,58,60,0,42,30,24,28,20,52,0,2,26,0,0,20,36,0,48,58,6,34,2,24,0,42,4,8,3884,68
250,54,34,0,0,48,2,18,6,44,0,8,32,0,0,36,22,12,10,0,8,18,0,18,0,0,52,42,0,0,24,60,0,2,16,62,18,28,0,54,28,46,44,0,50,26,0,46,0,28,28,30,60,0,0,18,44,18,58,0,22,0,0,52,48,0,0,0,66,32,48,48,60,14,28,34,50,28,26,32,28,56,38,18,6,62,54,16,10,60,0,12,30,62,46,22,8,48,44,44,10,54,44,22,2,0,46,48,36,66,46,34,0,0,62,0,26,0,0,56,0,0,0,46,32,14,0,42,2,26,0,0,8,24,0,28,58,18,38,2,34,0,0,2,10,3440,66
251,48,26,2,0,44,4,50,0,42,0,0,32,32,0,32,24,0,0,0,10,30,16,12,4,4,58,28,0,0,36,50,6,4,34,60,14,30,34,0,16,0,44,52,38,28,34,48,62,30,30,38,58,10,24,0,0,0,58,0,14,0,0,40,0,44,14,0,56,26,44,54,50,4,34,44,58,42,56,34,16,50,36,22,0,60,56,18,0,58,38,12,32,60,52,30,0,54,58,34,0,48,44,26,2,56,28,44,32,60,0,16,48,56,58,0,50,22,50,0,56,38,30,28,32,14,36,52,4,26,62,0,4,0,0,0,52,36,40,6,44,58,0,4,18,3916,62
252,40,34,22,2,38,0,0,10,34,2,6,30,24,8,0,0,0,8,8,14,0,42,12,0,10,64,14,10,18,46,36,26,20,42,50,0,28,36,66,0,44,44,0,26,24,30,50,54,26,22,40,54,14,8,28,34,0,46,22,6,26,64,34,36,24,14,34,46,18,42,56,0,8,44,42,54,44,40,40,32,50,52,22,2,50,54,24,10,66,50,22,36,56,42,38,10,56,56,42,10,10,34,28,2,66,8,56,48,56,0,42,34,46,56,56,0,10,42,48,0,26,30,34,0,30,0,0,12,28,66,0,20,40,0,56,0,50,40,22,52,56,0,26,32,4080,66
253,40,16,4,0,40,10,28,6,34,2,8,32,18,0,26,28,2,16,0,0,46,0,0,0,18,62,14,12,0,58,0,24,20,50,36,0,32,0,56,4,46,0,0,22,28,36,54,44,28,24,44,48,0,0,36,24,28,0,0,16,40,0,0,48,0,18,30,18,16,0,0,18,12,44,54,64,30,0,24,32,56,50,28,4,62,54,20,8,58,36,14,32,58,48,26,6,44,52,40,10,18,50,12,2,68,0,36,40,0,64,0,12,50,54,52,0,4,44,0,0,0,22,0,0,34,44,0,10,0,68,0,28,36,0,0,28,0,40,0,58,48,10,2,0,3308,68
254,34,8,6,0,36,0,38,0,30,2,0,32,0,0,24,0,0,16,16,0,48,44,10,8,32,54,2,8,12,62,28,0,22,56,24,4,34,50,44,10,0,50,64,16,30,36,62,42,30,24,48,40,12,12,38,12,34,60,0,32,60,62,42,0,34,22,28,8,10,0,48,14,12,32,42,62,54,40,38,36,0,44,28,6,0,54,24,10,60,36,0,34,56,0,32,8,48,48,36,14,0,24,30,2,0,0,0,28,60,60,0,36,0,54,48,60,8,42,0,32,0,30,0,0,30,50,50,14,24,64,0,14,12,0,0,16,0,34,0,0,44,2,4,38,3528,64
255,30,4,0,2,30,0,28,0,26,4,8,32,0,4,24,34,0,10,0,2,28,36,12,10,42,46,0,0,24,56,0,38,30,64,0,6,34,56,28,0,48,50,52,0,0,36,68,40,30,26,0,36,14,10,0,4,34,0,0,44,60,62,0,30,0,0,24,10,2,0,0,28,24,32,58,64,48,52,36,36,56,0,30,2,58,56,26,0,58,42,12,34,52,46,24,8,54,0,44,0,60,4,30,4,0,70,0,32,58,60,62,58,44,54,44,52,26,38,0,24,40,24,0,0,24,0,50,14,30,60,70,0,0,0,68,4,58,0,32,0,36,4,6,0,3648,70
256,0,0,0,0,26,18,0,4,0,0,8,32,0,12,28,34,0,0,0,8,46,34,8,10,52,38,10,0,0,46,18,40,36,60,0,10,36,64,18,0,50,0,0,10,32,40,62,36,0,28,60,32,12,8,44,8,18,0,38,28,0,68,34,4,58,32,18,20,12,38,42,42,28,40,58,64,44,50,44,36,60,46,32,0,60,52,26,10,62,0,0,20,56,56,38,8,4,36,36,10,68,28,18,0,0,68,60,0,58,58,56,0,44,0,40,46,0,0,0,12,42,32,0,36,28,50,42,18,0,60,0,32,36,0,68,4,50,18,34,56,32,12,12,0,3764,68
257,0,4,12,24,20,0,50,10,0,0,0,34,2,0,30,38,0,26,14,10,0,30,0,0,62,38,0,2,46,0,0,40,42,52,2,0,40,64,12,0,50,0,30,4,32,0,52,34,0,34,0,26,12,2,44,20,0,0,54,44,46,0,34,6,0,38,14,30,10,0,40,50,24,56,58,64,44,52,48,34,52,54,26,2,62,0,28,10,0,0,10,34,52,50,30,10,32,44,40,6,64,0,10,2,48,0,72,0,56,58,54,0,0,48,0,0,0,0,28,6,30,0,48,0,0,42,32,20,32,64,72,38,52,0,0,6,44,10,0,44,26,12,20,54,3424,72
258,22,6,0,38,18,22,56,0,0,4,0,34,4,12,34,40,10,14,0,12,0,52,10,0,62,38,0,2,58,18,10,38,50,0,2,0,46,56,4,26,54,70,0,4,0,0,40,32,32,38,54,26,12,6,42,18,0,0,0,0,60,62,0,14,54,46,10,0,34,30,38,0,30,36,54,62,46,56,0,40,0,54,26,2,64,58,24,10,0,0,22,34,50,60,32,10,0,22,34,10,54,72,0,2,0,60,64,0,56,52,0,60,0,46,0,22,38,24,22,0,0,0,0,38,32,42,40,0,10,64,72,0,62,38,70,18,34,0,36,0,0,12,26,64,3640,72
259,0,6,0,0,0,12,40,30,0,4,0,38,0,16,36,42,0,26,0,14,0,24,0,12,56,34,24,2,64,0,2,44,60,26,0,0,52,44,2,0,54,0,22,2,38,62,28,0,34,42,46,22,12,10,40,30,14,56,60,54,0,0,0,0,0,32,4,0,36,26,34,0,34,56,0,0,54,52,46,42,62,44,34,2,68,56,16,12,64,46,20,38,2,60,34,12,72,24,26,6,0,0,60,12,40,54,56,72,56,0,44,0,34,46,24,0,0,20,16,14,0,22,28,38,34,42,0,0,14,60,72,40,60,0,72,22,0,10,32,16,0,0,0,68,3628,72
260,16,6,12,56,0,30,30,42,4,8,0,46,0,0,36,44,14,24,0,0,46,30,0,0,42,30,0,2,56,0,0,46,64,0,0,0,0,30,4,0,54,60,22,2,42,70,0,30,36,46,36,22,14,18,38,36,30,56,60,46,42,68,36,30,0,50,4,52,50,22,30,52,30,36,44,60,0,0,42,28,64,52,30,4,0,56,22,16,58,54,18,0,0,52,42,14,68,0,10,4,0,0,74,36,36,50,50,68,0,46,0,0,30,42,0,6,0,14,8,36,0,22,42,44,0,0,36,0,0,68,74,38,58,10,70,22,0,0,28,4,24,12,44,60,3828,74
261,0,28,0,66,0,0,0,48,2,8,10,0,0,0,38,44,14,28,2,0,0,0,16,0,28,0,26,6,40,14,12,40,56,6,18,0,66,22,18,36,58,46,12,6,44,0,14,28,32,0,0,18,14,12,0,0,2,0,48,32,0,0,16,36,44,48,2,50,26,24,20,40,38,46,46,0,52,56,0,36,66,0,32,6,66,58,28,20,22,0,22,28,0,4,0,16,0,74,38,2,26,0,64,64,32,0,36,0,48,0,18,32,26,32,6,6,0,8,2,10,40,32,38,0,0,0,50,24,0,64,74,44,0,32,64,0,0,4,0,12,22,16,52,46,3144,74
262,12,0,42,70,0,0,4,60,14,6,16,52,10,12,38,0,12,22,4,28,36,0,0,0,16,26,22,0,26,22,0,38,42,4,0,18,64,16,0,38,68,38,12,2,0,52,6,28,0,0,16,18,14,22,28,48,10,50,42,12,0,74,0,48,0,52,4,48,26,0,18,38,28,0,48,70,48,52,52,0,0,58,28,4,64,60,16,16,26,0,0,0,74,36,0,18,0,0,70,0,0,48,0,76,34,0,0,54,52,0,0,22,0,0,2,0,0,4,16,34,26,0,42,0,10,38,54,26,50,68,76,0,0,0,70,28,0,0,10,16,22,12,58,0,3260,76
263,12,0,48,56,0,28,22,68,12,0,0,60,0,0,42,0,8,26,0,36,0,24,0,34,0,22,0,8,12,14,12,50,26,0,0,22,48,12,0,24,74,36,14,2,64,36,6,28,44,0,0,18,20,26,24,42,22,58,0,8,52,68,22,0,0,56,12,42,26,8,16,26,0,36,0,0,0,0,0,36,64,0,0,6,48,60,22,16,0,36,18,42,0,0,22,14,0,0,74,0,12,42,48,70,0,0,12,48,50,0,6,12,22,28,6,12,48,12,20,0,42,28,44,34,24,42,48,0,52,70,74,48,42,24,74,26,12,14,2,22,22,0,58,24,3344,74
264,12,26,54,36,4,18,0,58,14,6,32,68,30,2,46,58,16,28,10,44,58,0,24,0,6,18,20,8,2,14,4,0,14,6,22,22,34,8,8,0,66,34,14,0,74,0,0,26,0,0,2,18,22,32,20,52,24,54,0,22,0,74,40,52,58,52,12,38,34,6,16,16,32,44,54,68,52,58,46,34,0,0,22,4,4,0,0,16,0,14,26,34,58,74,52,8,28,52,0,78,6,36,40,0,0,30,6,40,52,0,2,6,0,0,10,18,36,14,0,36,6,0,38,32,34,34,52,0,52,66,78,52,34,40,74,0,0,0,0,26,22,0,54,0,3572,78
265,0,38,66,26,4,12,44,40,0,2,40,62,28,2,48,66,0,24,14,54,48,46,26,46,14,0,28,4,8,30,0,50,0,6,20,22,26,8,16,0,52,30,14,2,0,16,6,26,58,52,4,0,28,0,18,0,0,42,44,0,52,0,32,48,54,66,14,32,58,4,14,4,18,0,52,0,44,52,48,34,62,58,26,0,32,66,0,16,0,42,2,32,54,66,72,34,16,46,0,76,0,28,0,58,30,24,2,28,50,0,4,2,16,22,14,16,34,26,0,38,18,26,40,26,44,54,40,18,52,66,76,44,24,46,72,30,24,0,0,28,20,34,44,12,3916,76
266,16,42,64,0,0,8,56,24,6,4,44,46,22,6,50,64,10,24,24,66,46,24,0,52,0,20,20,2,12,0,0,38,2,6,14,18,20,6,16,46,48,30,0,2,48,12,0,28,0,0,0,18,38,38,16,42,0,46,34,46,56,60,0,42,0,64,16,22,56,4,12,16,24,44,0,66,48,0,0,42,52,64,30,2,56,42,0,12,0,68,24,38,42,56,72,60,6,38,0,0,0,24,0,52,30,20,0,20,46,0,8,6,14,16,20,20,0,24,28,0,0,16,50,38,0,48,0,20,0,56,72,0,16,0,68,30,0,0,52,0,0,0,34,10,3436,72
267,20,44,52,14,12,22,60,0,0,0,52,34,28,8,50,52,0,20,30,64,62,38,36,62,12,22,24,2,16,30,6,30,6,10,12,14,16,6,14,46,46,28,0,2,32,6,6,28,68,30,0,20,42,0,14,30,2,0,0,0,52,70,34,38,64,62,16,14,44,12,10,28,42,50,0,68,52,60,32,28,0,0,30,0,70,12,22,10,56,72,0,2,28,52,0,74,8,30,30,62,6,16,24,46,28,16,6,14,0,24,14,0,12,0,22,14,52,28,0,0,44,16,46,0,0,44,0,24,0,0,74,0,10,52,72,36,20,28,56,28,0,0,0,6,3592,74
268,22,50,38,10,16,0,52,2,2,14,64,28,24,12,52,0,10,0,0,52,0,30,42,66,28,0,24,4,14,0,8,0,10,8,12,14,14,2,16,0,0,28,16,4,24,2,6,28,62,20,14,20,48,42,14,4,10,50,52,0,0,68,38,0,62,64,22,4,54,12,8,0,0,38,54,66,52,62,42,0,0,54,38,2,68,38,4,0,52,62,70,26,18,0,50,72,18,24,22,56,6,10,22,42,28,12,8,0,38,18,14,10,8,4,0,18,56,28,22,28,54,22,26,42,54,0,52,20,0,42,70,48,8,50,72,28,16,30,52,20,0,54,14,2,3652,72
269,0,56,0,8,0,38,40,6,6,0,66,28,0,20,64,0,8,18,44,36,48,0,44,62,20,22,18,2,0,18,6,0,12,8,10,0,12,6,0,48,42,26,0,2,16,2,8,26,48,14,0,18,0,44,16,20,0,52,38,54,56,62,0,28,50,62,32,8,46,20,6,42,30,44,0,64,50,0,44,0,46,54,0,2,56,0,18,0,0,52,72,50,8,36,42,0,26,18,20,48,8,8,18,0,26,10,6,0,32,0,16,0,2,0,0,18,36,26,22,36,62,20,42,0,50,16,56,14,0,26,72,44,0,40,66,28,0,30,0,28,0,0,0,2,3252,72
270,28,60,0,6,0,0,0,18,8,0,52,20,6,0,66,28,12,10,52,22,30,30,40,46,44,0,0,6,0,0,0,0,24,0,0,26,2,0,0,44,0,24,0,0,0,12,2,26,30,2,28,0,54,0,18,36,16,36,22,44,22,66,0,0,32,52,0,0,40,6,0,0,44,46,60,0,30,58,0,0,0,2,0,8,0,74,0,2,32,44,56,68,12,18,30,54,28,4,12,0,20,2,10,36,26,6,8,22,0,10,0,6,8,6,16,4,54,2,6,18,58,2,54,0,44,8,52,28,28,26,68,0,30,36,74,0,0,0,56,0,0,0,10,8,2772,74
271,34,58,6,2,0,54,0,22,12,40,40,18,4,38,56,22,6,8,62,14,50,30,50,32,36,20,20,2,32,24,6,20,0,12,0,22,6,4,14,0,34,0,14,4,6,12,2,28,24,6,36,16,66,40,22,48,32,30,50,0,32,68,50,8,54,62,34,0,40,20,14,40,38,0,56,66,14,0,0,40,68,30,0,2,0,0,66,20,24,36,0,72,8,20,26,50,16,2,12,36,22,0,14,30,0,0,14,2,22,6,28,0,0,2,24,20,0,6,2,18,50,0,40,34,0,16,48,14,20,16,72,0,4,0,66,26,0,22,58,22,40,0,8,0,3236,72
272,40,50,4,2,32,56,20,36,20,50,28,18,0,42,46,20,2,24,56,0,54,0,62,0,42,18,10,2,0,18,0,38,32,6,14,18,6,2,0,32,36,0,0,4,4,10,2,28,18,10,0,16,70,0,28,64,0,44,34,0,0,62,56,2,50,64,0,0,44,20,22,50,40,0,56,64,36,0,42,22,0,54,10,2,40,54,70,0,0,30,44,64,0,14,20,42,28,4,10,32,0,4,12,30,0,2,16,2,22,4,28,20,4,4,0,18,36,2,4,12,44,32,28,40,38,22,46,30,14,18,70,42,10,32,70,24,0,18,54,30,42,34,14,4,3392,70
273,44,36,6,2,0,52,0,38,26,58,0,0,0,52,34,18,4,36,48,8,52,14,64,16,24,20,0,2,28,34,4,34,0,8,12,0,6,0,0,34,34,26,0,0,4,12,2,28,14,12,34,24,0,28,34,0,0,36,36,32,30,64,0,6,48,0,50,0,46,20,16,52,0,0,0,64,0,24,0,0,52,70,0,4,34,50,64,66,12,26,0,0,28,6,16,34,34,0,6,30,0,6,0,0,0,4,18,4,24,2,34,0,8,8,26,14,0,2,6,2,38,0,0,0,34,0,52,26,12,16,66,44,12,24,70,26,0,0,58,32,46,24,14,6,2880,70
274,54,26,0,4,40,42,50,34,0,56,0,16,26,62,0,16,8,46,34,10,0,0,58,0,38,18,26,2,0,0,6,32,26,10,10,0,6,0,18,46,36,26,0,2,0,6,0,28,10,16,18,0,0,24,38,58,46,44,46,28,0,60,58,0,42,62,0,0,34,12,30,54,6,48,58,0,72,0,40,36,50,0,60,16,26,44,56,72,2,18,32,46,0,6,0,30,30,0,2,28,28,10,6,0,26,8,0,8,0,2,16,28,10,10,0,18,56,4,6,10,32,48,26,32,0,30,0,26,8,0,72,46,18,26,72,28,34,2,56,24,0,12,16,6,3236,72
275,64,20,26,4,46,0,54,44,38,48,12,14,38,64,0,0,0,56,0,16,0,38,50,0,30,18,0,2,0,0,6,0,26,12,0,18,4,0,0,52,34,28,0,2,2,18,2,28,8,0,0,48,34,0,40,54,52,26,46,0,16,68,56,0,26,64,56,48,38,12,28,56,26,52,50,64,68,48,2,0,42,56,76,34,18,38,52,68,16,0,26,0,40,10,0,26,38,0,0,0,24,12,6,26,26,8,24,0,28,2,28,14,12,16,0,12,48,12,12,0,24,56,34,38,24,30,48,26,10,42,76,34,26,38,68,20,44,34,0,28,0,4,26,4,3584,76
276,62,0,26,4,58,0,56,0,44,0,8,12,0,54,24,0,32,64,0,0,8,50,40,6,40,18,20,2,44,28,4,0,30,0,0,0,0,0,20,0,36,26,16,2,0,20,0,0,6,18,12,0,28,14,40,0,58,32,50,16,26,0,62,26,20,64,54,56,30,12,0,54,50,16,56,0,56,0,28,36,34,52,70,62,0,30,44,56,26,0,20,32,40,18,2,20,32,12,6,28,30,16,4,26,26,8,26,8,30,4,32,16,12,20,20,2,50,20,16,36,18,54,12,36,20,32,58,28,0,28,70,44,30,52,62,24,50,50,58,34,56,6,14,0,3596,70
277,58,0,26,6,60,6,52,52,54,0,2,0,50,42,22,0,40,60,0,22,22,58,0,2,38,16,18,2,44,0,4,46,0,0,0,16,4,2,0,38,32,0,16,2,8,22,2,28,0,24,22,72,22,0,38,46,58,36,42,12,32,70,60,0,0,56,58,52,22,6,30,54,70,24,58,0,52,0,56,4,0,44,58,72,16,0,36,0,40,22,16,24,0,0,2,18,28,0,10,24,34,0,2,0,26,16,32,12,34,6,24,12,12,22,18,18,50,0,30,0,10,52,0,32,16,0,58,24,8,0,72,0,38,0,72,0,0,60,58,22,52,16,0,4,3400,72
278,46,0,34,10,56,0,0,48,62,18,4,0,58,26,20,12,48,0,18,36,0,64,26,2,30,0,18,2,32,46,8,46,0,0,0,18,4,0,18,46,32,26,0,0,0,26,0,48,2,0,34,0,18,0,0,40,54,26,48,6,38,0,64,0,12,62,60,58,0,6,34,54,0,54,0,0,46,60,74,30,0,36,54,70,0,2,0,46,48,26,0,18,54,26,0,18,38,20,0,26,32,0,6,24,26,12,40,12,34,8,26,0,18,26,0,34,34,0,40,58,6,48,0,0,0,32,46,26,10,54,74,0,46,58,70,0,48,56,48,40,0,18,24,0,3484,74
279,0,2,34,0,42,20,0,56,58,2,12,8,64,14,14,0,52,30,36,0,36,0,0,14,44,0,24,0,34,50,12,42,44,22,0,26,2,8,24,30,32,24,12,26,14,0,0,70,0,22,44,56,0,12,0,34,44,0,42,0,0,70,58,0,0,0,48,0,0,0,2,52,56,76,34,64,0,0,64,58,0,22,44,58,36,14,16,38,14,30,0,24,44,30,0,20,0,34,0,0,0,0,16,0,26,0,26,22,36,14,32,22,24,0,16,0,22,42,50,70,14,44,0,0,0,34,56,38,30,0,70,42,48,58,76,0,42,64,58,44,30,24,0,16,3500,76
280,34,6,42,10,26,14,0,0,0,4,0,0,0,8,0,0,68,18,28,26,50,44,0,0,48,0,0,0,54,28,0,50,36,16,16,10,2,0,24,14,26,22,10,50,8,0,14,76,0,16,0,52,0,14,0,0,38,0,44,8,50,68,68,26,30,60,50,60,0,6,18,0,0,68,68,8,38,50,60,74,0,0,42,54,52,36,16,0,52,38,0,6,54,0,0,0,0,34,0,0,28,22,0,0,24,0,30,4,0,16,0,0,28,0,0,54,16,48,60,0,2,36,50,0,10,28,0,0,0,50,74,50,52,0,76,0,36,68,50,38,28,14,14,6,3252,76
281,28,0,0,8,0,36,64,54,0,12,22,10,44,4,16,12,66,2,36,30,64,0,12,22,50,0,16,10,30,0,14,22,42,20,0,20,2,0,28,0,28,20,12,68,28,36,30,66,6,2,0,50,8,16,30,28,32,46,0,10,50,64,66,44,38,0,64,50,22,0,32,62,0,62,74,0,32,46,0,64,0,4,38,50,50,0,8,28,52,38,6,2,0,32,12,14,0,24,0,22,42,28,16,0,0,12,20,10,36,20,20,42,36,42,44,64,36,54,0,50,4,30,0,0,8,24,4,0,0,50,74,44,52,68,0,38,0,66,0,0,22,30,28,0,3576,74
282,0,0,48,0,2,22,66,0,0,10,22,10,0,4,0,10,54,20,42,38,72,0,0,0,54,10,12,2,46,50,0,18,0,20,0,0,2,10,22,0,30,22,14,72,24,32,48,0,10,10,58,48,10,22,28,28,26,48,0,16,48,72,62,42,0,58,0,58,36,10,26,0,54,58,62,74,0,38,0,58,28,16,32,42,48,50,0,0,54,0,4,0,48,24,8,10,48,30,28,20,40,0,0,16,26,10,20,20,40,24,2,48,0,50,50,0,46,66,0,24,0,22,58,20,0,0,8,18,42,36,74,58,48,0,72,0,12,0,58,0,16,26,14,10,3532,74
283,0,20,54,10,4,42,0,52,4,22,26,0,0,2,16,10,0,0,40,34,60,22,8,18,52,12,18,20,42,0,0,40,46,20,0,0,4,8,10,70,30,0,32,0,0,0,62,0,4,22,0,46,10,26,30,0,18,48,0,16,40,62,0,42,52,44,60,58,42,16,20,0,0,54,0,74,22,34,0,0,20,0,26,0,0,40,2,22,56,32,6,8,56,0,16,10,0,18,18,20,26,0,16,20,0,4,0,32,42,0,20,56,0,52,62,58,56,0,44,8,6,18,0,0,10,18,18,0,48,30,74,0,42,0,70,0,4,62,0,22,16,32,30,12,3108,74
284,24,16,50,0,16,44,0,50,4,16,0,10,2,4,0,10,0,30,34,42,40,30,6,24,54,0,16,38,32,26,12,0,42,0,12,68,4,6,16,0,30,26,0,62,24,10,68,58,4,32,0,44,2,30,28,24,0,38,46,0,34,56,0,0,52,32,66,58,50,0,0,0,0,50,0,0,16,24,42,42,0,36,0,30,52,56,4,16,0,58,6,10,62,36,0,12,0,38,24,0,44,24,0,24,0,4,0,38,44,38,36,66,54,56,0,36,0,0,0,2,2,16,46,58,0,16,26,30,56,0,68,40,32,68,0,26,0,0,0,38,12,16,28,6,3316,68
