Interval,Processor0,Processor1,Processor2,Processor3,Processor4,Processor5,Processor6,Processor7,Processor8,Processor9,Processor10,Processor11,Processor12,Processor13,Processor14,Processor15,Processor16,Processor17,Processor18,Processor19,Processor20,Processor21,Processor22,Processor23,Processor24,Processor25,Processor26,Processor27,Processor28,Processor29,Processor30,Processor31,Processor32,Processor33,Processor34,Processor35,Processor36,Processor37,Processor38,Processor39,Processor40,Processor41,Processor42,Processor43,Processor44,Processor45,Processor46,Processor47,Processor48,Processor49,Processor50,Processor51,Processor52,Processor53,Processor54,Processor55,Processor56,Processor57,Processor58,Processor59,Processor60,Processor61,Processor62,Processor63,Processor64,Processor65,Processor66,Processor67,Processor68,Processor69,Processor70,Processor71,Processor72,Processor73,Processor74,Processor75,Processor76,Processor77,Processor78,Processor79,Processor80,Processor81,Processor82,Processor83,Processor84,Processor85,Processor86,Processor87,Processor88,Processor89,Processor90,Processor91,Processor92,Processor93,Processor94,Processor95,Processor96,Processor97,Processor98,Processor99,Processor100,Processor101,Processor102,Processor103,Processor104,Processor105,Processor106,Processor107,Processor108,Processor109,Processor110,Processor111,Processor112,Processor113,Processor114,Processor115,Processor116,Processor117,Processor118,Processor119,Processor120,Processor121,Processor122,Processor123,Processor124,Processor125,Processor126,Processor127,Processor128,Processor129,Processor130,Processor131,Processor132,Processor133,Processor134,Processor135,Processor136,Processor137,Processor138,Processor139,Processor140,Processor141,Processor142,Processor143,Max,Mean,SD,CV
40,265192.0,241807.0,247841.0,262067.0,242361.0,234108.0,234619.0,240556.0,243948.0,244992.0,234044.0,267643.0,255121.0,232506.0,260231.0,306897.0,230681.0,239745.0,229267.0,247208.0,269960.0,266011.0,239192.0,233160.0,401289.0,302050.0,231752.0,244445.0,317186.0,363885.0,241534.0,333895.0,280719.0,402588.0,240331.0,227392.0,290687.0,438298.0,255139.0,226603.0,286869.0,393191.0,361724.0,248081.0,262741.0,312469.0,427412.0,266911.0,244833.0,268069.0,401765.0,257038.0,253205.0,232302.0,310264.0,237738.0,235703.0,282391.0,259351.0,259724.0,266013.0,422530.0,242993.0,232809.0,283297.0,233243.0,267742.0,282152.0,240543.0,278250.0,314769.0,357381.0,228997.0,250031.0,317612.0,345256.0,284967.0,307480.0,258583.0,262537.0,343111.0,239123.0,285805.0,235510.0,375511.0,314863.0,242428.0,239491.0,343609.0,271638.0,235670.0,233707.0,364799.0,267952.0,232608.0,240800.0,242743.0,335084.0,240976.0,233137.0,471130.0,317132.0,233680.0,233477.0,354389.0,446943.0,474410.0,249259.0,326325.0,348009.0,392366.0,472241.0,294147.0,322290.0,294823.0,322232.0,254751.0,289494.0,265013.0,256925.0,256539.0,243786.0,231531.0,233300.0,230731.0,312032.0,338404.0,225246.0,251384.0,392703.0,413296.0,235054.0,340048.0,344771.0,415127.0,246549.0,383778.0,259791.0,310699.0,392699.0,263220.0,235532.0,261791.0,341220.0,474410.0,288491.30555555556,61669.152856670684,0.21376433767358333
41,257573.0,240311.0,247486.0,280736.0,239782.0,228968.0,238703.0,244826.0,241108.0,245363.0,234255.0,268523.0,247115.0,224492.0,268457.0,313247.0,229538.0,239336.0,234781.0,245931.0,293568.0,269632.0,239394.0,235832.0,432440.0,269139.0,229770.0,236988.0,382429.0,295929.0,254252.0,343121.0,319161.0,369700.0,230074.0,230474.0,313404.0,442116.0,244834.0,231865.0,291652.0,431904.0,304450.0,243663.0,267286.0,350824.0,389217.0,257716.0,248825.0,281738.0,398994.0,245563.0,254703.0,230376.0,320075.0,228925.0,237706.0,285697.0,278979.0,296773.0,273899.0,385878.0,240127.0,239930.0,292846.0,226836.0,264158.0,312112.0,235199.0,276683.0,303732.0,393588.0,228268.0,270828.0,327134.0,352461.0,289326.0,314378.0,268584.0,259018.0,369452.0,247569.0,266047.0,238736.0,378550.0,326006.0,248626.0,232618.0,341451.0,261300.0,225245.0,230910.0,368424.0,256125.0,233118.0,241922.0,315584.0,339083.0,246536.0,242261.0,439238.0,423312.0,253647.0,236490.0,326361.0,409035.0,509345.0,329061.0,320525.0,338392.0,350378.0,446699.0,298280.0,311713.0,274089.0,282026.0,244448.0,283684.0,250713.0,243101.0,249027.0,255163.0,226976.0,232483.0,232183.0,301074.0,347072.0,234110.0,235854.0,381428.0,450721.0,235593.0,403088.0,275006.0,390882.0,246239.0,347565.0,244760.0,315793.0,339767.0,248097.0,233357.0,272541.0,389241.0,509345.0,289602.94444444444,62116.79917745657,0.21448952909169283
42,251169.0,238483.0,251137.0,303571.0,237944.0,227267.0,236187.0,246973.0,237463.0,243456.0,232284.0,273756.0,244568.0,226376.0,272213.0,315385.0,227262.0,241455.0,222469.0,248120.0,297168.0,262287.0,238355.0,233410.0,433919.0,255092.0,230841.0,260409.0,427833.0,251734.0,256689.0,369234.0,365152.0,309991.0,232812.0,227060.0,335282.0,424813.0,238655.0,232871.0,308260.0,467668.0,275000.0,241797.0,268249.0,401088.0,341661.0,256583.0,245929.0,301148.0,387675.0,239606.0,252140.0,230544.0,319689.0,234958.0,236680.0,263642.0,300120.0,303108.0,272931.0,412834.0,242563.0,244345.0,336312.0,231822.0,259186.0,336819.0,227614.0,269619.0,295074.0,421691.0,231671.0,250921.0,346603.0,372845.0,321744.0,337210.0,273723.0,256872.0,367810.0,255281.0,275532.0,235192.0,374532.0,326662.0,254125.0,230849.0,366985.0,272513.0,227646.0,230180.0,368541.0,252917.0,246115.0,241166.0,428002.0,229950.0,256037.0,231661.0,399167.0,468860.0,360315.0,245966.0,309534.0,367244.0,467584.0,427211.0,322504.0,326478.0,329580.0,411268.0,289732.0,310791.0,275671.0,258902.0,239301.0,277493.0,243653.0,238847.0,251656.0,261084.0,226768.0,232641.0,229138.0,324934.0,371923.0,228575.0,219800.0,375291.0,410767.0,232051.0,425008.0,255245.0,411854.0,238517.0,307443.0,238813.0,316605.0,285634.0,243498.0,230398.0,281054.0,433154.0,468860.0,291338.4513888889,65974.21078459684,0.2264521228491468
43,251072.0,235670.0,250373.0,350538.0,235076.0,229578.0,229506.0,271787.0,236554.0,243287.0,237631.0,279548.0,244400.0,228522.0,276974.0,321117.0,231065.0,263588.0,232000.0,252447.0,291661.0,254172.0,237018.0,236208.0,397877.0,248910.0,225294.0,251113.0,448565.0,235847.0,287666.0,385115.0,429832.0,267340.0,229814.0,232920.0,380632.0,370695.0,235081.0,234506.0,328889.0,470995.0,261208.0,241864.0,284462.0,450944.0,292021.0,255277.0,251248.0,325431.0,358026.0,240771.0,251805.0,234796.0,316231.0,242142.0,235660.0,275293.0,330545.0,263288.0,256868.0,418828.0,241315.0,267110.0,349656.0,241121.0,253100.0,368320.0,229480.0,258938.0,277942.0,421682.0,242314.0,267359.0,364053.0,386868.0,307948.0,339631.0,270458.0,267297.0,381956.0,247013.0,293582.0,245896.0,406882.0,319058.0,249862.0,232088.0,383186.0,273600.0,230944.0,230786.0,241109.0,256296.0,240314.0,241296.0,470780.0,297493.0,237932.0,229839.0,344502.0,474376.0,468999.0,239463.0,302764.0,338592.0,415727.0,467122.0,315684.0,326894.0,307425.0,355722.0,279577.0,304463.0,257622.0,247746.0,235647.0,282366.0,242688.0,232239.0,251178.0,274282.0,234237.0,233328.0,231718.0,329375.0,371454.0,236290.0,242277.0,416983.0,411775.0,237945.0,445920.0,232177.0,410614.0,239435.0,282543.0,235350.0,303667.0,247361.0,240911.0,235305.0,306103.0,449840.0,474376.0,292859.59027777775,69374.42710658482,0.23688630801123184
44,241438.0,236955.0,270818.0,410383.0,232213.0,225808.0,235037.0,311963.0,233415.0,239734.0,235035.0,305182.0,241680.0,235497.0,277243.0,329898.0,229008.0,265805.0,227963.0,256309.0,299035.0,258339.0,236862.0,236346.0,339298.0,242160.0,230296.0,257021.0,431598.0,227338.0,313591.0,372171.0,450403.0,240377.0,255658.0,232913.0,436098.0,309628.0,231638.0,244384.0,372136.0,448755.0,255831.0,240168.0,302734.0,466324.0,255936.0,255125.0,256783.0,357549.0,322211.0,237043.0,259951.0,241075.0,314815.0,259887.0,236358.0,277996.0,363073.0,255697.0,269472.0,409952.0,265746.0,296021.0,371323.0,251544.0,249200.0,404767.0,239400.0,257134.0,281830.0,397791.0,234237.0,277033.0,369630.0,379681.0,338578.0,361018.0,299593.0,259624.0,390686.0,262004.0,295897.0,239750.0,386986.0,342985.0,258060.0,239607.0,278479.0,294268.0,236563.0,227315.0,362493.0,259530.0,246293.0,240045.0,461661.0,435253.0,245260.0,232800.0,307445.0,419981.0,514989.0,303685.0,303410.0,317687.0,357889.0,459687.0,315365.0,319998.0,294673.0,315556.0,277398.0,300415.0,251325.0,236818.0,229890.0,274132.0,235873.0,231708.0,253676.0,269370.0,232881.0,230621.0,230821.0,327614.0,363419.0,229441.0,293020.0,402849.0,455621.0,233641.0,430745.0,239675.0,404750.0,236879.0,262506.0,233321.0,288356.0,235368.0,237043.0,231498.0,345522.0,431880.0,514989.0,295721.7708333333,69438.47917608623,0.23481016964158943
45,305976.0,297260.0,321618.0,476875.0,253598.0,253230.0,262238.0,387356.0,254574.0,255978.0,253478.0,345614.0,259670.0,254948.0,294210.0,348353.0,258674.0,268720.0,261088.0,287956.0,291928.0,273391.0,254785.0,254635.0,285360.0,254791.0,262968.0,282432.0,371719.0,255642.0,346702.0,381210.0,444736.0,252076.0,273808.0,257919.0,472932.0,287952.0,260156.0,270103.0,438186.0,388043.0,267353.0,255883.0,347199.0,467840.0,258748.0,269232.0,276585.0,388149.0,288306.0,253285.0,287535.0,278728.0,315202.0,321519.0,264043.0,261432.0,269466.0,263025.0,261083.0,414163.0,262220.0,321447.0,250739.0,267946.0,264343.0,406071.0,255442.0,293625.0,299868.0,363565.0,266867.0,325799.0,362740.0,382666.0,331694.0,372175.0,323518.0,329619.0,404474.0,308239.0,332385.0,271407.0,413411.0,346506.0,287426.0,260814.0,256291.0,329584.0,260871.0,258416.0,479737.0,257278.0,269395.0,255031.0,426881.0,490165.0,370360.0,260842.0,296736.0,375382.0,470414.0,442834.0,307220.0,324440.0,332917.0,416784.0,317539.0,320474.0,301630.0,295365.0,279064.0,305265.0,258724.0,256543.0,263338.0,289779.0,257223.0,255196.0,261863.0,317126.0,261363.0,257581.0,254197.0,340067.0,351759.0,255439.0,364689.0,416187.0,429513.0,260912.0,395608.0,273695.0,421815.0,255274.0,296230.0,259269.0,281479.0,255593.0,295340.0,290997.0,388720.0,375606.0,490165.0,311935.4861111111,62948.90573799451,0.20180104073049313
46,250833.0,254725.0,330902.0,489997.0,241599.0,238884.0,243489.0,460338.0,237957.0,245609.0,247446.0,394670.0,244908.0,235508.0,289554.0,363289.0,232844.0,242973.0,237566.0,287898.0,322168.0,300442.0,244168.0,254812.0,243315.0,243350.0,233410.0,250464.0,292319.0,256414.0,353849.0,396496.0,397562.0,239014.0,254291.0,238666.0,465711.0,259782.0,242778.0,240392.0,492503.0,322359.0,254269.0,245181.0,398303.0,419206.0,240392.0,257791.0,290268.0,418051.0,255884.0,241154.0,269910.0,259725.0,296026.0,282697.0,243889.0,274274.0,305560.0,240095.0,275193.0,442553.0,249854.0,358403.0,324344.0,256535.0,248530.0,380418.0,245511.0,255029.0,276795.0,322557.0,246537.0,307296.0,354532.0,402196.0,338934.0,358800.0,293226.0,294047.0,424527.0,270219.0,332228.0,253758.0,414737.0,343968.0,268160.0,238560.0,327300.0,305239.0,237216.0,238079.0,501166.0,367438.0,237866.0,244701.0,376704.0,482403.0,494406.0,276521.0,256155.0,337694.0,404225.0,500811.0,296429.0,299843.0,289829.0,356831.0,310875.0,301415.0,283932.0,258890.0,256957.0,283019.0,242096.0,237588.0,240804.0,257418.0,236722.0,234486.0,257019.0,280768.0,236470.0,234411.0,267187.0,348535.0,355533.0,247129.0,387167.0,431120.0,439201.0,241242.0,360314.0,238742.0,437394.0,239403.0,250486.0,244704.0,252871.0,237130.0,239847.0,249350.0,417692.0,305544.0,501166.0,301803.4236111111,72834.15962732848,0.24132979923110134
47,249458.0,259242.0,373477.0,444858.0,237917.0,235980.0,269081.0,475677.0,236415.0,244547.0,256557.0,467368.0,240148.0,236708.0,288312.0,403792.0,233923.0,244668.0,238064.0,311077.0,334020.0,291513.0,244638.0,272537.0,235971.0,239530.0,237939.0,252875.0,248639.0,243247.0,381263.0,401389.0,318213.0,237854.0,248007.0,238628.0,418152.0,252766.0,235355.0,241735.0,486134.0,289896.0,253239.0,242028.0,464583.0,346768.0,235043.0,255680.0,308695.0,423925.0,239707.0,237964.0,269139.0,269965.0,285905.0,293818.0,240924.0,287384.0,297557.0,251821.0,263718.0,419817.0,250597.0,386895.0,359947.0,274028.0,243851.0,336524.0,258623.0,250191.0,267187.0,297291.0,252729.0,322759.0,383697.0,400920.0,359611.0,396514.0,315034.0,308025.0,418411.0,263726.0,356768.0,245322.0,270611.0,362818.0,269893.0,236967.0,444399.0,240854.0,235588.0,241417.0,471086.0,483402.0,291129.0,243452.0,328893.0,415677.0,512285.0,418662.0,252029.0,316701.0,358957.0,472200.0,295263.0,294182.0,289478.0,318869.0,311820.0,298561.0,269345.0,246301.0,255883.0,268987.0,238081.0,235428.0,237685.0,253031.0,238616.0,244767.0,255759.0,283511.0,234144.0,233622.0,325091.0,364155.0,378436.0,233964.0,413008.0,417268.0,450309.0,237664.0,326643.0,242222.0,426849.0,237515.0,242734.0,251178.0,239884.0,234577.0,237093.0,260343.0,431671.0,263832.0,512285.0,302213.11805555556,74530.31858966082,0.2466151008572698
48,249104.0,268104.0,426174.0,352925.0,236265.0,231748.0,298799.0,450848.0,233454.0,243749.0,277894.0,490608.0,240332.0,234978.0,298624.0,452560.0,246162.0,247865.0,241297.0,358873.0,329787.0,304051.0,244131.0,294467.0,238504.0,235935.0,248985.0,255023.0,235615.0,238913.0,389592.0,393179.0,269884.0,234367.0,247640.0,243619.0,330544.0,244281.0,237050.0,239993.0,460205.0,280775.0,250053.0,240557.0,495611.0,283492.0,235229.0,259466.0,353773.0,402707.0,240792.0,236083.0,281161.0,282901.0,273248.0,256511.0,241257.0,246290.0,264502.0,278234.0,259062.0,432023.0,249369.0,396634.0,359719.0,302890.0,240665.0,303051.0,254403.0,242020.0,271997.0,274989.0,242054.0,330603.0,374236.0,400351.0,354186.0,382132.0,306886.0,303947.0,417818.0,247068.0,332354.0,245782.0,248945.0,348491.0,247363.0,250507.0,488111.0,273388.0,250259.0,236695.0,399653.0,494499.0,427460.0,263442.0,294372.0,363928.0,462232.0,524832.0,241612.0,292984.0,309535.0,417731.0,288882.0,283395.0,283113.0,285980.0,297347.0,286432.0,266626.0,240197.0,250067.0,269032.0,236798.0,241362.0,247467.0,244890.0,242150.0,254321.0,272616.0,298176.0,238582.0,232337.0,378095.0,356153.0,366344.0,245518.0,410604.0,435714.0,462137.0,236380.0,297297.0,249700.0,434917.0,236203.0,240648.0,264141.0,253281.0,251135.0,235009.0,283643.0,412920.0,247661.0,524832.0,300807.7638888889,74297.98487883343,0.24699490438111601
49,246164.0,284529.0,460338.0,283886.0,234295.0,233014.0,370836.0,363598.0,234076.0,243481.0,308606.0,470394.0,235551.0,233961.0,303270.0,466339.0,232875.0,233911.0,244478.0,419238.0,318330.0,308649.0,246077.0,342821.0,228962.0,234409.0,239855.0,245541.0,228995.0,245976.0,360889.0,389844.0,249468.0,230528.0,265028.0,236548.0,278693.0,240985.0,229085.0,239845.0,373628.0,270992.0,246557.0,238703.0,479043.0,258062.0,232290.0,255094.0,403302.0,377121.0,237233.0,233838.0,288872.0,289059.0,265072.0,291636.0,238453.0,268778.0,288858.0,320173.0,289481.0,422372.0,260956.0,379327.0,351187.0,336998.0,235536.0,277188.0,295246.0,235983.0,266303.0,265885.0,242163.0,315406.0,343618.0,400170.0,324777.0,388126.0,321631.0,320396.0,410433.0,262160.0,322265.0,247998.0,325196.0,323168.0,252039.0,236859.0,469265.0,382206.0,235497.0,232112.0,347797.0,463347.0,494775.0,358486.0,268735.0,323433.0,387223.0,505028.0,232604.0,290394.0,284086.0,381392.0,274719.0,278882.0,271681.0,267731.0,293469.0,284560.0,257239.0,234638.0,246394.0,256061.0,238658.0,233726.0,242263.0,237546.0,234201.0,243863.0,319125.0,288918.0,237810.0,231693.0,403132.0,337378.0,341672.0,235689.0,385909.0,410975.0,443545.0,234194.0,278489.0,245126.0,435690.0,235042.0,234368.0,268091.0,243381.0,235398.0,234515.0,311900.0,375620.0,239020.0,505028.0,298136.7361111111,70811.02582352809,0.2375119106326363
50,247921.0,300900.0,452405.0,258357.0,232308.0,235164.0,432842.0,271419.0,232088.0,247158.0,360398.0,406352.0,233942.0,230835.0,324525.0,461970.0,225935.0,231196.0,255372.0,469722.0,328895.0,315542.0,249329.0,406860.0,225017.0,232254.0,228870.0,254694.0,225872.0,244171.0,386560.0,384980.0,239359.0,227210.0,276822.0,226008.0,252945.0,236949.0,228713.0,235885.0,308317.0,261300.0,246645.0,237141.0,407298.0,247042.0,227785.0,251005.0,453314.0,333264.0,247284.0,232441.0,302385.0,298594.0,249867.0,249335.0,240164.0,268956.0,259266.0,375228.0,274673.0,400452.0,279726.0,348142.0,363308.0,388137.0,235885.0,252608.0,324211.0,233292.0,257725.0,246982.0,228629.0,336587.0,362136.0,404821.0,353209.0,369007.0,309788.0,290873.0,303712.0,275180.0,352100.0,229394.0,420531.0,231030.0,255598.0,231515.0,416976.0,456263.0,302104.0,236460.0,301304.0,401832.0,479638.0,453475.0,251452.0,294368.0,340933.0,454691.0,229279.0,276220.0,276125.0,340975.0,275728.0,269246.0,265333.0,251100.0,287772.0,269941.0,251814.0,231081.0,239923.0,246988.0,221322.0,226771.0,228054.0,231974.0,228299.0,227691.0,382328.0,293979.0,228154.0,231515.0,419820.0,367035.0,368006.0,225189.0,375002.0,409552.0,419944.0,232977.0,257935.0,267785.0,401773.0,233631.0,230866.0,276201.0,302120.0,223988.0,231522.0,342630.0,325520.0,236075.0,479638.0,295293.78472222225,71621.77230813143,0.24254412389852634
51,252378.0,332733.0,413481.0,248591.0,234209.0,250444.0,446385.0,238699.0,234175.0,247432.0,427820.0,331410.0,238263.0,238212.0,359983.0,431050.0,229907.0,242089.0,264671.0,453611.0,323652.0,289525.0,260010.0,455753.0,224491.0,234826.0,235044.0,249655.0,224714.0,248530.0,383071.0,392902.0,238245.0,225638.0,272552.0,225958.0,249336.0,238082.0,230407.0,231344.0,277648.0,261391.0,244731.0,238581.0,312625.0,240857.0,226289.0,252639.0,465384.0,294927.0,248912.0,235485.0,326283.0,310314.0,248788.0,225906.0,240489.0,255420.0,238179.0,413732.0,266519.0,397686.0,272825.0,316534.0,369640.0,401021.0,232166.0,243404.0,305510.0,232272.0,251330.0,238424.0,231520.0,298941.0,372699.0,403236.0,371990.0,369350.0,284126.0,297946.0,238190.0,261228.0,352990.0,225940.0,468613.0,261170.0,241351.0,231405.0,365161.0,463048.0,414328.0,243647.0,276098.0,348923.0,436957.0,516589.0,242452.0,273523.0,296153.0,397002.0,225764.0,265153.0,269405.0,300891.0,272089.0,256066.0,258810.0,243340.0,280558.0,261400.0,243513.0,231944.0,241186.0,243344.0,222456.0,226426.0,228597.0,235760.0,227757.0,226780.0,421533.0,285373.0,227713.0,232178.0,419647.0,374559.0,375574.0,223383.0,342626.0,369788.0,455679.0,235535.0,245201.0,281740.0,402228.0,235051.0,235433.0,280490.0,332099.0,224937.0,238981.0,378711.0,277796.0,236310.0,516589.0,292455.34027777775,73011.68941998671,0.24965073077701125
52,252998.0,379526.0,358344.0,247909.0,231175.0,270960.0,411558.0,229022.0,231946.0,252885.0,459566.0,275967.0,234614.0,241878.0,407952.0,375763.0,228256.0,218910.0,304009.0,429553.0,343360.0,289213.0,279066.0,448301.0,231606.0,232047.0,230573.0,244365.0,225720.0,252640.0,380018.0,387856.0,230544.0,226455.0,263849.0,221845.0,247047.0,231793.0,226866.0,232067.0,265270.0,257251.0,242378.0,236361.0,259824.0,236586.0,230387.0,247932.0,444204.0,260852.0,257966.0,232589.0,353571.0,312634.0,246703.0,235092.0,241071.0,233845.0,239283.0,421992.0,268135.0,394615.0,270135.0,300243.0,356410.0,400720.0,231226.0,231871.0,313623.0,231149.0,247206.0,227910.0,237082.0,318183.0,370388.0,393452.0,351063.0,366118.0,312258.0,287158.0,290414.0,253208.0,330410.0,226336.0,458699.0,366871.0,229794.0,229254.0,324764.0,436763.0,484062.0,317556.0,253159.0,316898.0,371508.0,482557.0,231828.0,259587.0,273095.0,346855.0,228839.0,257697.0,264794.0,278325.0,267830.0,252115.0,260907.0,237249.0,272564.0,253923.0,239457.0,229535.0,237797.0,237662.0,228272.0,225847.0,237570.0,231436.0,229310.0,217750.0,444704.0,291766.0,228720.0,229132.0,412961.0,333734.0,367505.0,225457.0,310455.0,270137.0,424270.0,233074.0,239980.0,278650.0,426927.0,234189.0,235145.0,283255.0,365828.0,224597.0,249078.0,407701.0,250509.0,231128.0,484062.0,288917.75694444444,70782.23417709168,0.24499094457078419
53,259040.0,419693.0,296328.0,243462.0,233898.0,309306.0,368310.0,222138.0,233522.0,273456.0,452218.0,258601.0,235136.0,249079.0,446823.0,327145.0,225594.0,222835.0,364030.0,366022.0,337051.0,280542.0,304441.0,437457.0,242900.0,229528.0,225134.0,263541.0,227564.0,254220.0,373664.0,377512.0,228734.0,228833.0,269522.0,227013.0,241817.0,233198.0,223563.0,242401.0,264453.0,251582.0,241985.0,235274.0,245671.0,233809.0,229405.0,248690.0,389466.0,241977.0,253969.0,231167.0,391331.0,313653.0,246477.0,272531.0,243928.0,251711.0,249064.0,400010.0,257456.0,391535.0,275581.0,284601.0,340248.0,390764.0,228891.0,226514.0,322131.0,227707.0,240455.0,222947.0,232066.0,334728.0,357150.0,392474.0,331836.0,373314.0,323261.0,323986.0,388634.0,223622.0,343216.0,228292.0,406822.0,442855.0,262254.0,227139.0,294280.0,383995.0,482596.0,428187.0,237959.0,293186.0,327522.0,440115.0,224256.0,249537.0,265867.0,308758.0,217790.0,249005.0,262059.0,260935.0,264930.0,244330.0,257332.0,233818.0,267444.0,248206.0,237034.0,226932.0,233883.0,232963.0,235533.0,225553.0,248059.0,235132.0,224895.0,221430.0,438362.0,320987.0,227229.0,229189.0,395234.0,233761.0,348103.0,225872.0,281961.0,237610.0,423673.0,229671.0,235718.0,280347.0,387257.0,229767.0,238268.0,284508.0,354556.0,235498.0,251108.0,402585.0,240392.0,229243.0,482596.0,286224.46527777775,68151.52823059408,0.23810518141575968
54,309105.0,450789.0,278278.0,254653.0,250807.0,377459.0,308946.0,260880.0,255990.0,311592.0,411534.0,271166.0,266787.0,286644.0,467164.0,320058.0,256322.0,254549.0,420468.0,306667.0,280678.0,258393.0,346087.0,382215.0,290268.0,253213.0,256858.0,312052.0,286169.0,308394.0,376901.0,394158.0,250216.0,263550.0,319864.0,269202.0,252397.0,258123.0,259150.0,302922.0,275193.0,272404.0,255006.0,250118.0,252389.0,247747.0,257365.0,264082.0,324420.0,251402.0,324909.0,258309.0,429901.0,328572.0,280134.0,349054.0,279966.0,249655.0,257747.0,360765.0,247574.0,400251.0,257398.0,293111.0,248148.0,264302.0,254211.0,251464.0,256165.0,285589.0,278474.0,252009.0,270695.0,326929.0,363288.0,404193.0,259295.0,380926.0,338864.0,329978.0,458904.0,266050.0,334822.0,279802.0,365498.0,455008.0,382377.0,257755.0,282366.0,348011.0,438880.0,473188.0,252397.0,288282.0,298044.0,394783.0,249466.0,256472.0,271394.0,294386.0,259483.0,268356.0,273962.0,291455.0,282587.0,257817.0,272153.0,264610.0,297488.0,276748.0,255159.0,253080.0,254787.0,274959.0,254576.0,252484.0,249898.0,277112.0,252225.0,253728.0,448661.0,273017.0,253886.0,252199.0,371845.0,252174.0,369520.0,265038.0,319005.0,272903.0,417372.0,255863.0,277787.0,311537.0,397250.0,253520.0,278763.0,292372.0,375650.0,273020.0,325189.0,388663.0,249364.0,256124.0,473188.0,301207.94444444444,58514.60685836127,0.19426647914711245
55,290671.0,421197.0,254212.0,243330.0,248691.0,422819.0,251260.0,237492.0,243592.0,358349.0,352901.0,254071.0,253690.0,304233.0,444753.0,293894.0,229602.0,242620.0,444354.0,258711.0,316926.0,237841.0,388640.0,321994.0,238862.0,235595.0,235023.0,279116.0,259752.0,260119.0,363450.0,383580.0,229446.0,238332.0,282848.0,228090.0,238663.0,233915.0,233175.0,254524.0,258165.0,256502.0,244740.0,238311.0,239508.0,235725.0,234674.0,254783.0,262831.0,230854.0,310865.0,232015.0,457950.0,299685.0,265797.0,398512.0,270257.0,230782.0,248394.0,327130.0,224996.0,400273.0,285327.0,256865.0,296649.0,392478.0,230357.0,238350.0,289572.0,234877.0,245226.0,250287.0,251112.0,339028.0,346991.0,383040.0,261830.0,355482.0,309948.0,285387.0,457211.0,334424.0,314486.0,232854.0,333304.0,434622.0,464228.0,261360.0,256840.0,312173.0,382236.0,471441.0,229961.0,264452.0,272591.0,343731.0,231349.0,237105.0,247870.0,267871.0,243111.0,246253.0,261824.0,243974.0,260100.0,240558.0,264147.0,234023.0,259866.0,239966.0,237728.0,233678.0,234475.0,240647.0,228047.0,228750.0,235144.0,252503.0,235224.0,233870.0,404567.0,254304.0,239862.0,231704.0,331872.0,250630.0,345956.0,224802.0,255967.0,237633.0,412668.0,236328.0,237651.0,259051.0,411763.0,233706.0,261775.0,276115.0,380192.0,238720.0,296938.0,362862.0,235113.0,232435.0,471441.0,284322.90972222225,64208.46057243647,0.22582935942505244
56,327720.0,389851.0,243040.0,242305.0,261170.0,424363.0,233214.0,247320.0,247576.0,411991.0,285455.0,253856.0,257566.0,343752.0,405057.0,289191.0,229017.0,267221.0,429216.0,242870.0,320913.0,230230.0,436210.0,262961.0,253294.0,232066.0,233715.0,279785.0,257547.0,278743.0,369191.0,367992.0,228250.0,231166.0,292783.0,235519.0,237000.0,232541.0,229403.0,262368.0,255430.0,255852.0,243453.0,237614.0,236193.0,233359.0,228848.0,253429.0,242639.0,223653.0,326354.0,233585.0,439229.0,285025.0,279375.0,438097.0,299499.0,231704.0,263690.0,306022.0,231285.0,377309.0,288712.0,245002.0,280262.0,377303.0,252957.0,254312.0,259185.0,234682.0,237517.0,274619.0,243721.0,332409.0,366879.0,377170.0,352762.0,351800.0,309647.0,312890.0,432601.0,427720.0,237591.0,244442.0,314369.0,390426.0,491482.0,364939.0,250752.0,292270.0,340507.0,431758.0,225488.0,259666.0,263438.0,315940.0,227736.0,232629.0,242366.0,256918.0,242213.0,243285.0,259159.0,240373.0,261522.0,238171.0,259827.0,232267.0,252536.0,238447.0,235536.0,232020.0,234407.0,238903.0,228778.0,228242.0,241868.0,252646.0,235648.0,224360.0,367355.0,306106.0,229254.0,229452.0,311434.0,270681.0,367729.0,226139.0,242139.0,235128.0,433718.0,233361.0,238238.0,246619.0,381121.0,227592.0,269490.0,260936.0,374564.0,251312.0,322206.0,320448.0,230592.0,231386.0,491482.0,283660.74305555556,63503.582360208726,0.2238715927912923
